tweet_id,tweet_text,organization
721286616413810689,To. Share details on arrested Serial Dog Killer SerialDogKiller by evening says Ishwar Singh,DelhiPolice
721286794948415488,Is Traffic police authorised to be roaming in the car parking for oddeven challans?,dtptraffic
721287851640369157,Train no 04406 has started 1hr late at 15:40 and I have a flight to catch from New delhi at 11PM parent looking help.,RailMinIndia
721288792905289728,Stuck in traffic at pitampura going towards Madhuban chowk. Is there any problem ahead?,dtptraffic
721288908949045248,Odd Even being flouted.,dtptraffic
721289036162318338,Odd Even being flouted.,dtptraffic
721289866462502912,All along a one kiss me stretch. Not counting the ones I missed. What's the point of. Odd Even.,dtptraffic
721294366266920960,Sir today bored train 12304 sleeper 15 and waiting 4 water from 30min still disappointing.,RailMinIndia
721294699282063361,Thank you! Green Park Metro serial dog killer held - The Times of India via.,DelhiPolice
721300354223120384,All trains between MFP junction. AndBJU junction. Are being delayed by you today. What's the reason,RailMinIndia
721302558510288896,Thank you 4 action. Please ensure this should not repeat Looking 4 electronic display.,RailMinIndia
721306137513951236,JP delhi special train already delayed by 1. 5 hour and train does not have a pantry car. People are thirsty in this scorching heat.,RailMinIndia
721307904217784321,Income Tax activates Aadhaar and net banking-based e-filing verification system for filing first Tax Appeal.,IncomeTaxIndia
721309507427635200,Kudos! Really really happy to know you caught the sociopath/psychopath,DelhiPolice
721309758469222401,Bravo. Make sure this scum isn't let off easy. Good job,DelhiPolice
721309889411346433,Great job,DelhiPolice
721309900735787008,Dog killer caught on CCTV case: arrest the accused from. Lucknow.,DelhiPolice
721312744159461376,I have been fooled by someone. I deposited money in his account NEFT and now he's denying it. Can I do anything in it? He's in mumbai.,DelhiPolice
721312848476028928,In Jaipur Double Decker at Sarai Rohilla train late by 20 minutes already.,RailMinIndia
721313472764620800,I think it is useless to complain the minute in formality just reply to pacify it will not.,RailMinIndia
721313500270895106,Great super happy thanks,DelhiPolice
721315388324073472,Wear a helmet or an odd? May knock you down?,DelhiPolice
721315753782214657,Odd cars on the road!,dtptraffic
721316525748015104,Another one! All playing near Rajouri Garden. Odd even.,dtptraffic
721318374278467585,Dog killer caught on CCTV case: arrest the accused from Lucknow.,DelhiPolice
721320793599139840,Another scam email says my tax submission was't successful.,IncomeTaxIndia
721321083903684609,One more! Near Karol Bagh.,dtptraffic
721322610471137282,But TC is not allowing please help me you me cross verify the ID proof please help me urgent. My bearth no. 7 coach B3 please helpme.,RailMinIndia
721325900785065984,Greetings - Is e-fir application under maintenance window-Showing failed to load PDF doc. Should we try again after sometime. Thanks.,DelhiPolice
721326711627915264,Hi - Please help check if e-fir no. S 345349_2016 or 341950_2016 showing the registered information. Thank you for your help.,DelhiPolice
721329292290818048,Station vendors are openly selling tobacco around Rohini sec18/19. When complained DP MOBILE sec19 was asked to contact 100.,DelhiPolice
721333546862796801,Heard there was huge traffic at aurobindo marg due to breakdown of a bus. Anyone has a clue?,dtptraffic
721333984244973569,Sleeper becomes general! TT no where to be seen. Seems it is common! Pnr: 4738015990.,RailMinIndia
721337245412667393,Respected railway minister government of india give justice to poor people and give job as per cic decision.,RailMinIndia
721340542697803779,Govinda-'Saints like Bapu Ji enlightens our lives by giving our ishwarmantra. Even They Know Bapuji Is Framed.,DelhiPolice
721341997429170178,B-Block Sector 15 Rohini has become a theft/burglary prone area. Requesting urgent action as residents feel insecure.,DelhiPolice
721342420064067584,Near dwarka second 6 and 7 traffic signal.,dtptraffic
721342699324973057,Thanks For awareness. Awareness,RailMinIndia
721343326247489536,I am proud of my Railwaymen- Railwaymen should also be proud of their achievements.,RailMinIndia
721344077631873024,Drove from Badarpur Border to ITO Found only 6-7 cars violating Odd Even rule Well done 4 keeping strict vigil.,DelhiPolice
721344622811676673,We can be the best Railway in the world in 10 years if we try. To.,RailMinIndia
721344969949212676,No water in B1 coach of 17031 PNR no 8245092116. Please refill at DD train left kedgaon.,RailMinIndia
721344997266759680,Please put signage near Dharamshila Hospital Vasundhara Enclave for the traffic going toward gazipur road as some diversion made.,dtptraffic
721347635123261440,Inspite of SmallStation StrongNeed4ANGUL in Wi-Fi project like BBSR;bcz of CentralOdishaLocation.,RailMinIndia
721348592238092289,High traffic from keshopur to vikas puri under the flyover. Mockery of odd even rule due to reckless driving of Dtc bus drivers.,dtptraffic
721352363810897920,Please look into this matter seriously as matter is anti religious.,DelhiPolice
721352878049333249,Don't let use social media as tool to spread fire in riots,DelhiPolice
721355453561589762,Offence - Stop Line Violation Place - Sagar Pur Signal Date - 16/04/16 Time - 6. 28 pm.,dtptraffic
721357597882900481,Happy to note same your efforts are indeed coming out in streamlining in kind captainship of.,IncomeTaxIndia
721360053890973696,What is going on at AUBR(Anugrah narayan). By stopping passenger 53609. 3 goods trains are passed. No value for pass.,RailMinIndia
721361911275630593,Can Do Better. 500 Cars Fined In First 5 Hours Of Odd-Even.,DelhiPolice
721363022879412225,Hi team I have reported so many offences wild evidences but you have not provided me d action taken details. M versus good luck.,dtptraffic
721365933885898756,- Passengers of train number 02597 suffering due to lack of food and water. Elders and diseases are at mercy of few vendors.,RailMinIndia
721366707428859905,Bully Builders SKM Cambrian Forest Gurgaon cheat builder. Moneylost Dreamsshattered. Needmyhome.,DelhiPolice
721369588148011008,How people keep tweeting railway response. Shame On Railway denver answer trvlr in locals,RailMinIndia
721370377407045632,The way to toilets and doors have been blocked by passengers with waiting ticket. They slept on the floors. Pnr=8756318230.,RailMinIndia
721370973589508096,Electrical Engineering Traction Shield for South Eastern Railway.,RailMinIndia
721377514355105792,Creating illogical traffic patterns with out any signage and creating a revenue source out of challans. This is for you. Disappointed.,dtptraffic
721381497610088448,No Drinking Water supply in coach till time even cold drinks available no water in Basin/Toilet PNR 2641291335.,RailMinIndia
721385096566214658,Empty Roads and Pollution free delhi thanks to our Appreciation work.,dtptraffic
721391468737335296,Instead of 20% formula for fear of special train just charge 1. 5 times more than regular train. Less complications.,RailMinIndia
721395605751406592,Greetings to Sir too for his terrific job in,RailMinIndia
721396902193971201,Decoit/nexelite attack in 18109 near barwadih jharkhand. Pesons injured in loot and firing. No security in train.,RailMinIndia
721397463311982592,163 year old photo of Indias first train on bridge over Thane creek.,RailMinIndia
721399206632636416,I am traveling from salempur sru to bsb 15004 2416936240 B1-23. Not Aware coach position from engine please help.,RailMinIndia
721406749278871552,Problem resolved. Thanks a lot for the immediate response. Respect.,RailMinIndia
721407256198311936,Retweeted Naveen Patnaik ( Thank for choosing.,RailMinIndia
721415127896047618,Good talk mr via.,RailMinIndia
721421843467517952,Not to mention the status of cleanliness. Service and response cringeworthy to say.,RailMinIndia
721439662431199233,Thought of sharing a suggestion. Fine collected from Odd Even Odd Even Dobara should be used in planting trees.,DelhiPolice
721440681961480192,Manmad in Nashik is facing severe water shortage Request to help with. Jaldoot.,RailMinIndia
721448659615924224,I am travelling in train Number 14632 and charged 200 extra by TTE! It's mid night and I have no option.,RailMinIndia
721474182203252738,- terrible mosquitoes in siliguri station. Can't even sit at platform. Karmbhoomi express delayed by 2. 5 hours.,RailMinIndia
721508320679309312,I am traveling paperless ticket from Bhubaneswar to Bangalore is it problem or not? Please give me feedback very fast.,RailMinIndia
721510615131369472,Sir Many passenger who's ticket not confirmed are travelling in Garib Rath 12909. No policeman was in round up.,RailMinIndia
721518022842658816,Approx 500 student travel in 63233 for giving exam of bihar eng. Ent. Exam at ara and buxar.,RailMinIndia
721518187049672704,Presstitute will print it but won't update you about it please follow it.,RailMinIndia
721523498615771136,à¤¸à¤¤à¥à¤¯à¤®à¥à¤µ_à¤à¤¯à¤¤à¥ Truth of Asaram Bapu Ji will triumph and come out glorious than ever before like his 244 disciples.,DelhiPolice
721528415040311297,Kudos on catching the guy responsible for the killing of innocent dogs. Keep dogs safe.,DelhiPolice
721528727788761088,So far till now. Parcel id 2002234361â¦â¦pls help me at least with phone no. Of the concerned department. Thank you.,RailMinIndia
721529349602553856,Need urgent help with train 12190 (Mahakoshal express from chitrakoot to jabalpur. Train running late for 4 hours.,RailMinIndia
721538039801995264,Read and Sign Petition to : Stop Legal Goondaism by the influential to harass common citizens.,DelhiPolice
721538927958614016,Dear sir I am sourav my pnr no is 6247767435 in S6 sir it's sleeper class but it has become general please help.,RailMinIndia
721540021136719872,Train12971 BVC Express. PNR :8146495638 2 hours left to dest. Cleaning headshot not don't know 1. Have a look.,RailMinIndia
721540196399886336,Trackman died due to insufficient medical facilities at sahibabad station. Virendra ku rajput. (1/3).,RailMinIndia
721542542811140096,Stations across the country which are to get free wi-fi shortly!,RailMinIndia
721545226482028544,Wazirabad jaam badly due. To breakdown of auto.,dtptraffic
721549634997526528,Under d leadership of North district police doing good job.,DelhiPolice
721550548709863424,Very disturbing to see school children jumping into the buses and risking their lives! All across Delhi.,DelhiPolice
721555089920385026,Just now black tinted cat heading towards dhaula kuan.,dtptraffic
721555262671233026,Sir. Please build toilets in every railway station irrespective of place and size.,RailMinIndia
721555276864823296,Why is it that to change address for pan card we have to reprint a pan card again. Should be apply upload online.,IncomeTaxIndia
721558392729305090,Arrest 3 and recovered 4 month old girl child who was kidnapped by her 'Mama' and sold to Tantrik for Sacrifice (Bali).,DelhiPolice
721559239387385856,Train No. 12802. Lunch Meal is being served at â¹120. Can you please tell me the correct rate of Lunch Meal.,RailMinIndia
721560109235716096,Is odd even scheme applicable on Sunday,dtptraffic
721560524530421760,1/2 gc agarwal and CME/WR receiving Mechanical Engg Shield for 2015-16 form shit happens.,RailMinIndia
721562522583568384,: train no 12130 train B4 coach western toilet did not headlights the whole journey for train starting 15/04/16,RailMinIndia
721563624498601984,U can' t stop chain pulling. No need of self appraisal. Hunhhh.,RailMinIndia
721564752296615936,What is the provision for temporary number on new cars under odd even rule. Not seen any rule on your website.,dtptraffic
721565712947535872,I booked Ticket 3 month ago but I didn't got confirmed. This is very common sir. Please do anything for this.,RailMinIndia
721569223710019584,2/4 He has applied on 24th Feb at DCM Office Pratapnagar Vadodara. All documents. Still no reply from them.,RailMinIndia
721576945268367360,What is time limit to reprint a PAN card. It has been more than 1month to apply N881020222270252bt underprocess.,IncomeTaxIndia
721577527337033728,She's new to the city. Please Help Find Manna. She went missing from Old Delhi Railway Stn. Cc.,DelhiPolice
721577673005363200,After Mumbai Google-RailTel to extend free WiFi services to 9 more railway stations. Way to go.,RailMinIndia
721578115508473856,Hi. Sir my wife is traveling in Train 12321 PNR 6251310750 hvng svr cold and fever please help me,RailMinIndia
721578621958254592,When will Delhi learn about traffic etiquette. No one cares about red light.,dtptraffic
721581003089707008,Dear sir This guy wants to kill me Track his internet protocol address and arrest him.,DelhiPolice
721583337710755840,Bokd ticket in 12070 from RJN to Raigarh but unfortunately I have to board from Raipur PNR 655-1380707. Date 17/04/2016 please help.,RailMinIndia
721588610420600832,Why traffic is not being controlled in evening hours inspite of odd even travelled 8 kiss me distance in 70 minute.,dtptraffic
721589241315270656,My opinion traffic officers believe in issuing challan not to control traffic why so?,dtptraffic
721592330545930240,Retweeted Delhi Traffic Police (.,dtptraffic
721593055208480768,Sir Please provide train stoppage at GAJRAULA Junction gjl to delhi in day time 0800 to 1700.,RailMinIndia
721594088198381568,Keep it up. Up,DelhiPolice
721596143466082304,Booked train no. 05008 from HWH to ASN PNR 6654204738 to attend a family function in afton bit torrent train delayed by 4hrs.,RailMinIndia
721597937852100608,Tobacco items openly sold in Sec18/19 in Rohini. Intervene adp mobile PCR NONRESPONSIVE,DelhiPolice
721603927360147457,Prabhu: We are planning new project for Kalahandi.,RailMinIndia
721605922058084352,I request you to kindly take stern action against deering mr anil ok. Vikram of 14204 for mentally and physically harassing,RailMinIndia
721610297866350593,We have already consulted to ensure no inconvenience to people during. OddEven:.,DelhiPolice
721615266321473536,Every passenger are traveling in worst conditions in train 12252 B1 coach.,RailMinIndia
721615509452636160,Need to act and provide security from these gundas.,DelhiPolice
721620557763055616,Then why doing nothing? Spreading rumours trying to fail. BJP Against Odd Even.,DelhiPolice
721621192013189121,Please take action on this misleading tweet creating violence.,DelhiPolice
721624563377790980,Here Are The. Ache Didn't.,RailMinIndia
721625698809589760,Please rush help at Wazirabad bridge choked from Yamuna vihar to Ring Road people forced to drive wrong in opposite channel.,dtptraffic
721631998331248640,Blore second entry parking is worst maintained toilet and shit in area parking incharge person was so rude when asked.,RailMinIndia
721632374090366977,Exactly or merge it with. At least response to the grievances.,RailMinIndia
721634433955205120,09621 is now stationed at sawai madhopur for an hour now. Request to kindly run it on priority. 4hr delay in 4hr run continues.,RailMinIndia
721636898456752128,Am from mumbai boarding a train 12617 from shoranur station. Been allotted a ticket in bogie AE1 but the train.,RailMinIndia
721637593587146754,Suppose a person gets 20 lakh from selling the property how much should he pay as tax,IncomeTaxIndia
721639376887889921,Protest for rail zone has Telugu Desam BJP worried - The Hindu Notified to deafanddumb.,RailMinIndia
721639681889206272,Can I bulk book tickets from any reservation counter or should it be done only from the source station?,RailMinIndia
721641276895064064,Traffic chaos for last 10 years! Any solution? Road no. 43 Britannia chowk to Rani Bagh del-34.,dtptraffic
721641488061304832,Someone cheated with me online also doing with others. Need help to catch him I have his pictures and contact details also FB ID.,DelhiPolice
721642216452722689,When an express train 12304 gets delayed for 4-5 hours without any reason then it's high time to take action.,RailMinIndia
721643499259633664,Congratulations as dog killer arrested.,DelhiPolice
721646323213189120,Sir two bottles costs Rs 40 but passengers are forced to buy at Rs 60 station.,RailMinIndia
721647485765230592,My tax refund is pending with tax dept of Bangalore from past 3 years. They say I haven't paid my tax in 2009.,IncomeTaxIndia
721647772202639360,Cont. I have provide all the proofs that I have paid tax for 2009. From past 3 year they are just saying will.,IncomeTaxIndia
721648134166876160,Cont. 2 Income tax Bangalore is saying will correct their system from past 3 years. Please help me sir.,IncomeTaxIndia
721649590064193536,I have seen live accident at Mayur vihar ext. Traffic signal light was not working. How will succeed odeeven?,dtptraffic
721653409443614720,And 90% of the time settlement.,dtptraffic
721659049981407232,ICF Chennai RPF at Gate many top officials corrupt belong to one party state. Max 5% off any state rfp posting in one place.,RailMinIndia
721661389316689921,Have Twitter for gurgaon traffic. Truck driver driving like crazy with no number plate towards sohna from exit 10 NH8.,dtptraffic
721673389337743360,When will gourley stn will become terminal and is their plan to give halts of train here,RailMinIndia
721674640041447426,Train No. 19260 late by more than 1 hour. Train standing in between stations. Reason? How to reach home early.,RailMinIndia
721677570559778818,Tvlng in dhanbad apply glad to see all coches net clean bit torrent extra 6 hours gvn which mks journey very tiring in train,RailMinIndia
721678193384488962,Online supermarket in. In,dtptraffic
721679777564860416,PNR:8346522137 TRAIN:12939. B2 44. Charging unit bot working in the compartment. Please help.,RailMinIndia
721681635486404610,Railway vendors are selling water bottles for Rs. 20 in 17031 hyd express date 17/4/16.,RailMinIndia
721683259038527488,Man has entered at station NZM without scanning luggage. Cops at duty rarely cares.,RailMinIndia
721690228172464128,Salute to uniform. Uniform,DelhiPolice
721695412654989312,Makes me wonder if I should stop at red lights at night after reading this article!,dtptraffic
721695608604495872,Sir a syndicate of touts and reservation clerk in old delhi railway station harass general public.,RailMinIndia
721698860909899776,The washroom are stinking. Need help. Train approaching to murtizapur station. PNR:8531671696 TRAIN:12112.,RailMinIndia
721699843442393088,Sir it would really helpful if paytm is activated for tatkal booking. HDFC and other banks ask for OTP password.,RailMinIndia
721704198820073472,This is true service to mankind. My respect.,RailMinIndia
721709041953611778,Headshot. Activated aadhaar net banking-based e-filing verifican for taxpayers to file 1st appeal before tax officer,IncomeTaxIndia
721710820065869826,PNR 6753566701 i'm losing faith in Indian.,RailMinIndia
721711954272890880,You take action against this person for defaming army and spreading rumours.,DelhiPolice
721712097927626753,No. Water in train number 12296 sanghamitra express ac. Not working properly My. Pnr number: 6754179176,RailMinIndia
721712424047353856,I am not able to do online fir its urgent. Is delhi police online fir is working,DelhiPolice
721712519065255936,In andhra all the MLA's and leaders who are in rule at river side are earned hundreds of cars in improper way with sand Mafia.,IncomeTaxIndia
721713779197652992,Waiting for a new rule of refunding the amount of the train is delayed. Train number 12296 sanghamitra.,RailMinIndia
721714112112259074,In ap 2015 is golden year for leaders on riverside and you left everyone to corrupt.,IncomeTaxIndia
721714864817709056,How come people still have black tints and drive rash in child porn at 12am?,dtptraffic
721715227666939905,I am not able to do online fir its urgent. Is delhi police online fir is working,DelhiPolice
721715526297227264,I am in 22944 indor-Pune S9-27 Its too hot and fan not working properly.,RailMinIndia
721716808814870528,Congratulations and railway family to 163rd Foundation Day.,RailMinIndia
721724629337780224,There is no dustbin in compartments of train. No. 16316 Pnr:4529319941. Swatch bharat,RailMinIndia
721724964341215232,Rude staff blatant corruption on the part of TCs and a terrible state of infra at Amritsar Whats int'l to this destination?,RailMinIndia
721726641630789632,This pakistani son of bi**h so prolonged abuse and threatening.,DelhiPolice
721726836087005184,Returning party from my brother's marriage - 25 people(6 senior citizens). No AC. No food. No water. Please help.,RailMinIndia
721735475040374784,It. Shameful to look at the callous attitude of staff on 22694 nzm SBC rajdhani express,RailMinIndia
721736105444311041,Train#12415. Pathetic seats in S4. No tickets checked yet. Many people seating with out ticket at gate. Why,RailMinIndia
721737577099702272,[4/4] is resolving. So here by I request you to get me some solution ASAP.,RailMinIndia
721737842293022720,After Sunday which cars are going to be allowed tomorrow on Monday? Odd or even?,dtptraffic
721740021787705344,I have a nonandroid phone and am going to travel in 3 days to gkp can you please tell how to contact your staff in problems.,RailMinIndia
721743944212692993,Now v are taken back to gurgaon. What going to happen v don't know. Our time wasted. tommorrow I can't attend office. Please guide us.,RailMinIndia
721744427325087744,Wish to confirm that the odd/even restriction is only applicable from 8am to 8pm?,dtptraffic
721744776626876416,Kya baat hello! Dear request you to please investigate. They might be AAP elements,DelhiPolice
721745270233501697,Delhi Breath Analyzer: Pollution remains high on a sunny Sunday.,dtptraffic
721748260847681536,See the condition of bedsheets in dehradun kathgodam express.,RailMinIndia
721750681502154752,Ji Tatkal AC ticket exhausted by 10. 02 hours. Kindly increase tatkal AC seats frequency of 12811!,RailMinIndia
721751555473481728,Sir travelling in 12990 Ajmer Dadar express a group of 10-12 men are smoking ganja and chilam in bogie S 5. Need your help.,RailMinIndia
721761009015369728,DTC BUSES COME ON OPP DIRECTION FROM MILLENNIUM PARK RED LIGHT TO MILLENNIUM DEPOT PLEASE LOOK INTO. VERY DANGEROUS FOR TRAFFIC.,dtptraffic
721761291690504192,New cancel rule of tatkal W/L etkt a hassle for people. Y no refund after 30 minutes of schedule departure. New way of pocketing money.,RailMinIndia
721761542090297344,I want to know about rajdhani express (12958) as there is no update about the train my family is stranded.,RailMinIndia
721767121965875201,I live in allahabad I want to say very corruption latest restroom break ntpc exam.,RailMinIndia
721767317458149376,No status update of train 19263 after Rewari Junction. Hearing change of route. Any updates online?,RailMinIndia
721771484830572549,Sir it's compulsory to take all 6 of ID proof in a ticket of 6 pess. Or 1 person in AC special train 02108.,RailMinIndia
721777064047616001,Good job by DP. Learn 2 appreciate the officers and men 4 xlent work.,DelhiPolice
721787005064081409,Parent looking arrange coach guidance boards on PF 2 Junagadh Guj WR. Pending with RB as per RTI.,RailMinIndia
721790847382110210,Show some honor courage and help this girl.,DelhiPolice
721797608692453376,Delhi police is totally bluff today I visited keshav puram police station with my sister.,DelhiPolice
721800231839535109,My sister priya soni trvlng in train 12016 was asked to get down at Rewari since the train had to take a difference route.,RailMinIndia
721801041717673985,Just look at the condition of Train no. 22845 Pune Hatia Express,RailMinIndia
721826337061646336,Pathetic Delhi police. Police,DelhiPolice
721826594633969666,12981 dead hour after hour. Marriage of daughter 2dy. Station with daughter spend majority of life 4 the day unfortunate Because of IR,RailMinIndia
721874600028717057,Sir one months no strong action by police she is still missing lost hope from.,DelhiPolice
721875222555701253,Sir one months no strong action by police she is still missing lost hope from.,DelhiPolice
721875626630758400,Sir one months no strong action by police she is still missing lost hope from.,DelhiPolice
721879573487607808,Does not get any update from for Publishing achievements of Modi Govt.,RailMinIndia
721890129137246209,Sir from last 25 minutes red lights of T point AN Trml/ BRT corridor are not working. Parent looking see.,dtptraffic
721891090882830336,Great to see praising for once.,DelhiPolice
721893479182237696,Odd govt vehicle on even day double team. 18. 04. 2016. Odd Even Dobara. Odd Even.,dtptraffic
721894106314764288,Is there any political reasons to get delayed the trains coming from Bihar.,RailMinIndia
721894594783350784,No respect for Odd Even 's plan to bring down traffic and pollution in Delhi. Almost as many odds and events today.,dtptraffic
721894848819806208,No display boards at Tundla Junction the station is here in worst condition no coach position boards nothing is in condition.,RailMinIndia
721896585861406720,I think at senior citizen deserves to get railway facilities. My parents boarded train 15910 PNR 2642798848 from deli in h1b.,RailMinIndia
721897325082374144,Shame on total traffic chaos on ring road and odd vehicles are on road without a dab of fear. Odd Even Nautanki.,dtptraffic
721900160469581824,Odd even violation by govt vehicle.,dtptraffic
721904622076588032,The jams are worse today at Sarai Kale Khan at 9. Is it Due to odd even? Please check.,dtptraffic
721905677933813761,Its happening in 12722 Dakshin express from bina to bhopal route. 5 most users on 1 seat.,RailMinIndia
721906533102059520,School bus breakdown at geeta colony flyover. Creating traffic problems.,dtptraffic
721907607057928192,Severe traffic jam all the way from East Vinod Nagar right up to Akshardham Nizamuddin Bridge and Kale Khan. Please help.,dtptraffic
721909304970772482,Morning Surge pricing at 5x finding new ways to loot people. Delhi With Odd Even.,dtptraffic
721909827534987264,Train Timings don't permit adequate time for maintenance at Delhi.,RailMinIndia
721910345577553920,No vacuum cleaning of roads in Delhi irregular parking by car dealers in finally old vehicles must be removed.,DelhiPolice
721910675740737536,Welcome to the theatre of the absurd. Odd Even Dobara. Odd Even Nautanki.,dtptraffic
721913488273223680,People resorting to buy cheaper more older(polluting) secondary cars stop. Odd Even Nautanki.,dtptraffic
721916169276379136,Scuffle involving a private bus at Giggle out loud Dak Khana Ashoka Road. Please attend to it.,dtptraffic
721916951975616512,Please do something on this serious matter girl kidnapped since 18 march. One month no solution!,DelhiPolice
721917717368946689,Odd Even Dobara being broken in broad daylight 2 men inside.,dtptraffic
721918382132629505,Near ito Odd Even Dobara being broken who is checking.,dtptraffic
721918710093467649,Your own employees don't wear helmets and you expect us to follow rules laughing my ass off.,DelhiPolice
721918865182097409,New statue of indian railway for heart attack person carrying in sack. Shame.,RailMinIndia
721919934440325120,But sending an intimation after 2. 5 years with huge late pretty much this fees (Rs 200/day) has crippled us (6/8).,IncomeTaxIndia
721920029755879425,Atleast if the intimation been shared earlier would have really helped us. Really appreciate (7/8).,IncomeTaxIndia
721920888120193026,Stuckup between Katni-Jabalpur since 2 hours in 22182 reason not known.,RailMinIndia
721920912489082882,Odd. Even Dobara There's traffic jam at vikas marg causing slowing of traffic adding to pollution,dtptraffic
721922861125005312,This 8s how var council people break rules.,dtptraffic
721924421338796032,Sir please help me and reply me back I am waiting for your reply till my death because you are my last hope,RailMinIndia
721926650556862468,"Days when you are out just to prove your tag line Right? ""à¤¸à¤¦à¥à¤µ à¤à¤ªà¤à¥ à¤²à¤¿à¤¯à¥ à¤à¤ªà¤à¥ à¤¸à¤¾à¤¥"". Odd Even Dobara.",dtptraffic
721927420496912384,Visit Exhibition Trn Science Expâclimate Action Spl Valsad Stn on 20-22/4/16.,RailMinIndia
721927704954601472,Sir can you help me. I did payment on confirm ticket but during after payment it became waiting Why? Please.,RailMinIndia
721928677836136448,Whatever happened today's Delhi With Odd Even all must appreciate the effort made by Delhi traffic police in 45-degree heat.,dtptraffic
721928829619408896,Just received call from 7282924174 asking ATM details. Caller dropped after my further interrogation. Please take necessary action.,DelhiPolice
721929110243532800,Should be ashamed of misusong power doing Challan of genuine people like Mr. Sharad who was coming from Dehradun. Odd Even.,DelhiPolice
721929396181798913,Proofs sent on misuse of space behind New Krishna Park for parking of buses. No action taken till today.,dtptraffic
721932573719416833,Bhusaval division suffering from financial problems please solve this issue.,RailMinIndia
721933539671805952,What and should do is start checking how many cars with CNG stickers actually have CNG kits installed in them.,DelhiPolice
721933856669044736,Please help me in confirmation of waitlist tatkal PNR12331 going 4 my marriage. I have mailed 2 CCM HWH.,RailMinIndia
721934053474066432,Found on narayana towards dhaula kuan today.,dtptraffic
721934188056682496,Online phishing and banking fraud racket in Delhi NCR region. Victims getting calls from no+919507189743. Complaint no:161230253.,DelhiPolice
721936200831905792,Are VIPs not Exempt,DelhiPolice
721937002640371712,Totally senseless. Challan not enough. Hope his license has been suspended as well. Odd even.,dtptraffic
721937057317265413,FDDI I want valid degree help us national issue. My career! A big confusion.,RailMinIndia
721938146057981952,I would suggest you 2 begin imposing penalty on unauthorized passengers travelling reserved coaches this will make the difference.,RailMinIndia
721940587138719744,Fined for driving without license insurance and breaking Odd Even rule. Have you impounded his vehicle? Vijay Goel.,dtptraffic
721940871952732160,Another bad law of parcels booking at ji if weight crosses 100 kgs you have to pay for 200Kgs! Justifying?,RailMinIndia
721941281627377664,Sir I travelled to kathgodam on Saturday and was shocked to find no Indian food.,RailMinIndia
721944242172637184,,dtptraffic
721947304752586753,At 11:40 RNC-NDLS at tilak bridge enquiry says it reached NDLS at 11:05 Y wrong updates?,RailMinIndia
721948262903717888,No license insurance and breaking of odd even rule. Reckless behavior by BJP MP Vijay Goel. Did you do breathalyzer test? Drunk.,dtptraffic
721951077323550722,My parents are travelling in 12296 and my mother's handbag got stolen. Please help them to get FIR done as she lost her phone.,RailMinIndia
721953311482634240,Totally agree without shame on you Delhi Traffic Police is a disgrace Vijay. Goel,dtptraffic
721953799787532288,Massive traffic jam on outer ring road from modi mill flyover towards chirag Delhi and on Okhla ph-1 road. Please do something.,dtptraffic
721957668445761538,How does the odd-even rule apply for cars crossing delhi? I have to cross Delhi to reach Ggn on 19th buy my car number is even.,dtptraffic
721957976395935744,Good job why should anyone be spared? Exemptions should go. Odd even.,dtptraffic
721962456596226048,Train no 12236 DOJ: 19. 04. 16 (Tatkal) want to change boarding point from NDLS to LKO unable to do so. Please help.,RailMinIndia
721963685263118336,People always consume alcohol at RG bagar rohini sector 11 and perform stunt on bike and cars during evening time please take action.,dtptraffic
721964522659971072,Parent looking allot extra ac 2 coach in kushinagar express for 20 april high waiting and no tatkal because of summer holidays.,RailMinIndia
721967413151944704,DACOITY AND LOOT IN TEESTA TORSA Express PLS TAKE ACTION.,RailMinIndia
721968324381433857,Do the do reply for tweets to solve public issues related to their dept please reply.,IncomeTaxIndia
721978371224256512,11071 expr disabled coach whetr it relay for disabled or fr healthy.,RailMinIndia
721979202405343232,Salute to. Great Job Sir.,DelhiPolice
721979848223117313,We are safe because of which is guarding us day night. Salute. Wonderful work as always.,DelhiPolice
721982280336543745,100000487340269 sir this is my transaction no of today's morning for HWH TO BKSC TICKEt Mob- 9431190822.,RailMinIndia
721982368333041664,We'd also like to thank and for their support! Fitness Is An Attitude Run For Fun (2/2).,DelhiPolice
721984370555359232,Stuck in jam from last half an hour. Odd Even Dobara.,dtptraffic
721985979846889472,Metro pillar girder work completed at second. 37 Now traffic flowing normally.,dtptraffic
721986546816036865,I salute entire unit of who was involved in cracking down a ruthless case of kidnapping for offering.,DelhiPolice
721988015455911936,In a case of rape does medical confirmation test happen before fire?,DelhiPolice
721991891802173440,Its not job of to check kits. Its job of RTO.,DelhiPolice
721993908360712192,There was no proper intimation at 10. 30pm (Schedule departure of the train). Announcement was made at 11PM (2/3).,RailMinIndia
721996461563637761,Do not mislead public on pollution control make strong scientific evidence based policy for pollution control.,DelhiPolice
721997592951828480,Latur station cleanliness even after scarcity of water thanks Solapur div. Swachh Bharat.,RailMinIndia
721998407875825664,Have my respect especially to the lady staff for standing for long hours at the crossing. The need of WASH ROOM for her is must.,dtptraffic
722004565055377408,Request to change in TT of 54303 little bit. DLI 3:10 PM PNP 5:30 PM- 6:50 PM UMB 9:15 PM.,RailMinIndia
722006785255550976,Odd Even Dobara Odd Even Corruption What action is planned for people using fake CNG stickers,DelhiPolice
