id,urgency,grievance,department
84865,HIGHLY URGENT,"Illegal armed groups have set up camps by the Kathmandu riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84866,HIGHLY URGENT,"Massive gang activity is threatening traders in Janakpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Local Government Office. This has been ongoing for months.",Security & Law Enforcement
84867,HIGHLY URGENT,There was a violent clash near the Makwanpur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84868,HIGHLY URGENT,There was a violent clash near the Chitwan market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84869,HIGHLY URGENT,"Illegal armed groups have set up camps by the Saptari riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84870,HIGHLY URGENT,"Illegal armed groups have set up camps by the Dharan riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84871,HIGHLY URGENT,"Massive gang activity is threatening traders in Sunsari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters. Waiting for urgent action from the office. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84872,HIGHLY URGENT,There was a violent clash near the Rautahat market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. I have contacted the local office multiple times but no effective action yet.,Security & Law Enforcement
84873,HIGHLY URGENT,"Illegal armed groups have set up camps by the Lalitpur riverbank, endangering residents. Immediate intervention and patrols are requested. Please respond within 24 hours.",Security & Law Enforcement
84874,HIGHLY URGENT,There was a violent clash near the Nuwakot market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request.,Security & Law Enforcement
84875,HIGHLY URGENT,There was a violent clash near the Rautahat market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request.,Security & Law Enforcement
84876,HIGHLY URGENT,"Massive gang activity is threatening traders in Sunsari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Home Affairs.",Security & Law Enforcement
84877,HIGHLY URGENT,There was a violent clash near the Lalitpur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84878,HIGHLY URGENT,There was a violent clash near the Butwal market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request.,Security & Law Enforcement
84879,HIGHLY URGENT,There was a violent clash near the Hetauda market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Please respond within 24 hours.,Security & Law Enforcement
84880,HIGHLY URGENT,There was a violent clash near the Bhaktapur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request.,Security & Law Enforcement
84881,HIGHLY URGENT,"Massive gang activity is threatening traders in Lalitpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Education, Science and Technology.",Security & Law Enforcement
84882,HIGHLY URGENT,"Massive gang activity is threatening traders in Sunsari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Municipal Council.",Security & Law Enforcement
84883,HIGHLY URGENT,"Illegal armed groups have set up camps by the Makwanpur riverbank, endangering residents. Immediate intervention and patrols are requested. Waiting for urgent action from the office.",Security & Law Enforcement
84884,HIGHLY URGENT,"Illegal armed groups have set up camps by the Sindhupalchok riverbank, endangering residents. Immediate intervention and patrols are requested. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84885,HIGHLY URGENT,"Illegal armed groups have set up camps by the Makwanpur riverbank, endangering residents. Immediate intervention and patrols are requested. This has been ongoing for months. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84886,HIGHLY URGENT,There was a violent clash near the Bhaktapur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84887,HIGHLY URGENT,There was a violent clash near the Mahottari market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84888,HIGHLY URGENT,"Illegal armed groups have set up camps by the Dhangadhi riverbank, endangering residents. Immediate intervention and patrols are requested. Waiting for urgent action from the office.",Security & Law Enforcement
84889,HIGHLY URGENT,"Massive gang activity is threatening traders in Sunsari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Department of Roads.",Security & Law Enforcement
84890,HIGHLY URGENT,There was a violent clash near the Sunsari market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Waiting for urgent action from the office.,Security & Law Enforcement
84891,HIGHLY URGENT,There was a violent clash near the Bardiya market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84892,HIGHLY URGENT,There was a violent clash near the Sunsari market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84893,HIGHLY URGENT,"Illegal armed groups have set up camps by the Nuwakot riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84894,HIGHLY URGENT,"Illegal armed groups have set up camps by the Pokhara riverbank, endangering residents. Immediate intervention and patrols are requested. Please respond within 24 hours.",Security & Law Enforcement
84895,HIGHLY URGENT,There was a violent clash near the Hetauda market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84896,HIGHLY URGENT,There was a violent clash near the Hetauda market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Please respond within 24 hours. I have contacted the local office multiple times but no effective action yet.,Security & Law Enforcement
84897,HIGHLY URGENT,"Massive gang activity is threatening traders in Hetauda, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Home Affairs. Waiting for urgent action from the office.",Security & Law Enforcement
84898,HIGHLY URGENT,"Massive gang activity is threatening traders in Biratnagar, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters.",Security & Law Enforcement
84899,HIGHLY URGENT,There was a violent clash near the Sindhupalchok market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84900,HIGHLY URGENT,There was a violent clash near the Mahottari market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Many families affected.,Security & Law Enforcement
84901,HIGHLY URGENT,"Massive gang activity is threatening traders in Sindhupalchok, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority.",Security & Law Enforcement
84902,HIGHLY URGENT,There was a violent clash near the Biratnagar market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. I have contacted the local office multiple times but no effective action yet.,Security & Law Enforcement
84903,HIGHLY URGENT,There was a violent clash near the Makwanpur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request.,Security & Law Enforcement
84904,HIGHLY URGENT,There was a violent clash near the Butwal market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84905,HIGHLY URGENT,"Massive gang activity is threatening traders in Bhaktapur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Municipal Council.",Security & Law Enforcement
84906,HIGHLY URGENT,"Illegal armed groups have set up camps by the Sindhupalchok riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84907,HIGHLY URGENT,"Massive gang activity is threatening traders in Biratnagar, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Municipal Council. This has been ongoing for months.",Security & Law Enforcement
84908,HIGHLY URGENT,"Massive gang activity is threatening traders in Rautahat, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Local Government Office. Photos available upon request. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84909,HIGHLY URGENT,"Massive gang activity is threatening traders in Saptari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Department of Roads.",Security & Law Enforcement
84910,HIGHLY URGENT,"Massive gang activity is threatening traders in Nuwakot, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Municipal Council.",Security & Law Enforcement
84911,HIGHLY URGENT,"Illegal armed groups have set up camps by the Janakpur riverbank, endangering residents. Immediate intervention and patrols are requested. Photos available upon request.",Security & Law Enforcement
84912,HIGHLY URGENT,There was a violent clash near the Saptari market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84913,HIGHLY URGENT,"Massive gang activity is threatening traders in Janakpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Local Government Office.",Security & Law Enforcement
84914,HIGHLY URGENT,"Illegal armed groups have set up camps by the Makwanpur riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84915,HIGHLY URGENT,"Illegal armed groups have set up camps by the Saptari riverbank, endangering residents. Immediate intervention and patrols are requested. Waiting for urgent action from the office.",Security & Law Enforcement
84916,HIGHLY URGENT,There was a violent clash near the Dharan market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Waiting for urgent action from the office.,Security & Law Enforcement
84917,HIGHLY URGENT,There was a violent clash near the Kailali market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84918,HIGHLY URGENT,"Illegal armed groups have set up camps by the Nuwakot riverbank, endangering residents. Immediate intervention and patrols are requested. Waiting for urgent action from the office.",Security & Law Enforcement
84919,HIGHLY URGENT,There was a violent clash near the Makwanpur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Waiting for urgent action from the office.,Security & Law Enforcement
84920,HIGHLY URGENT,"Massive gang activity is threatening traders in Nuwakot, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters.",Security & Law Enforcement
84921,HIGHLY URGENT,There was a violent clash near the Janakpur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Many families affected.,Security & Law Enforcement
84922,HIGHLY URGENT,There was a violent clash near the Chitwan market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Waiting for urgent action from the office.,Security & Law Enforcement
84923,HIGHLY URGENT,There was a violent clash near the Mahottari market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request.,Security & Law Enforcement
84924,HIGHLY URGENT,"Massive gang activity is threatening traders in Kailali, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority.",Security & Law Enforcement
84925,HIGHLY URGENT,"Illegal armed groups have set up camps by the Butwal riverbank, endangering residents. Immediate intervention and patrols are requested. Photos available upon request.",Security & Law Enforcement
84926,HIGHLY URGENT,"Massive gang activity is threatening traders in Dhangadhi, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority.",Security & Law Enforcement
84927,HIGHLY URGENT,"Massive gang activity is threatening traders in Biratnagar, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Home Affairs. Many families affected.",Security & Law Enforcement
84928,HIGHLY URGENT,"Massive gang activity is threatening traders in Dhangadhi, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority. Photos available upon request.",Security & Law Enforcement
84929,HIGHLY URGENT,There was a violent clash near the Makwanpur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. I have contacted the local office multiple times but no effective action yet.,Security & Law Enforcement
84930,HIGHLY URGENT,"Massive gang activity is threatening traders in Butwal, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Health and Population.",Security & Law Enforcement
84931,HIGHLY URGENT,There was a violent clash near the Rautahat market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Many families affected.,Security & Law Enforcement
84932,HIGHLY URGENT,"Illegal armed groups have set up camps by the Pokhara riverbank, endangering residents. Immediate intervention and patrols are requested. Photos available upon request.",Security & Law Enforcement
84933,HIGHLY URGENT,"Illegal armed groups have set up camps by the Chitwan riverbank, endangering residents. Immediate intervention and patrols are requested. This has been ongoing for months.",Security & Law Enforcement
84934,HIGHLY URGENT,"Massive gang activity is threatening traders in Saptari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters.",Security & Law Enforcement
84935,HIGHLY URGENT,There was a violent clash near the Hetauda market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request.,Security & Law Enforcement
84936,HIGHLY URGENT,"Illegal armed groups have set up camps by the Kailali riverbank, endangering residents. Immediate intervention and patrols are requested. Many families affected.",Security & Law Enforcement
84937,HIGHLY URGENT,There was a violent clash near the Bardiya market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. This has been ongoing for months.,Security & Law Enforcement
84938,HIGHLY URGENT,"Massive gang activity is threatening traders in Sindhupalchok, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Home Affairs.",Security & Law Enforcement
84939,HIGHLY URGENT,"Massive gang activity is threatening traders in Makwanpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84940,HIGHLY URGENT,There was a violent clash near the Kailali market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. This has been ongoing for months.,Security & Law Enforcement
84941,HIGHLY URGENT,"Massive gang activity is threatening traders in Bardiya, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters. Many families affected.",Security & Law Enforcement
84942,HIGHLY URGENT,"Illegal armed groups have set up camps by the Dharan riverbank, endangering residents. Immediate intervention and patrols are requested. This has been ongoing for months.",Security & Law Enforcement
84943,HIGHLY URGENT,"Illegal armed groups have set up camps by the Biratnagar riverbank, endangering residents. Immediate intervention and patrols are requested. Photos available upon request.",Security & Law Enforcement
84944,HIGHLY URGENT,"Massive gang activity is threatening traders in Butwal, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Department of Roads. Please respond within 24 hours.",Security & Law Enforcement
84945,HIGHLY URGENT,"Illegal armed groups have set up camps by the Chitwan riverbank, endangering residents. Immediate intervention and patrols are requested. Please respond within 24 hours.",Security & Law Enforcement
84946,HIGHLY URGENT,"Massive gang activity is threatening traders in Makwanpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters. Please respond within 24 hours.",Security & Law Enforcement
84947,HIGHLY URGENT,"Massive gang activity is threatening traders in Pokhara, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Health and Population. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84948,HIGHLY URGENT,"Illegal armed groups have set up camps by the Lalitpur riverbank, endangering residents. Immediate intervention and patrols are requested. This has been ongoing for months.",Security & Law Enforcement
84949,HIGHLY URGENT,"Massive gang activity is threatening traders in Janakpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority. This has been ongoing for months. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84950,HIGHLY URGENT,There was a violent clash near the Biratnagar market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Please respond within 24 hours.,Security & Law Enforcement
84951,HIGHLY URGENT,"Massive gang activity is threatening traders in Sunsari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters. Waiting for urgent action from the office.",Security & Law Enforcement
84952,HIGHLY URGENT,"Massive gang activity is threatening traders in Sunsari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Health and Population.",Security & Law Enforcement
84953,HIGHLY URGENT,"Illegal armed groups have set up camps by the Rautahat riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84954,HIGHLY URGENT,"Illegal armed groups have set up camps by the Chitwan riverbank, endangering residents. Immediate intervention and patrols are requested. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84955,HIGHLY URGENT,"Illegal armed groups have set up camps by the Hetauda riverbank, endangering residents. Immediate intervention and patrols are requested. This has been ongoing for months.",Security & Law Enforcement
84956,HIGHLY URGENT,"Illegal armed groups have set up camps by the Sunsari riverbank, endangering residents. Immediate intervention and patrols are requested. This has been ongoing for months.",Security & Law Enforcement
84957,HIGHLY URGENT,"Massive gang activity is threatening traders in Bhaktapur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters. Many families affected.",Security & Law Enforcement
84958,HIGHLY URGENT,"Illegal armed groups have set up camps by the Kailali riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84959,HIGHLY URGENT,"Massive gang activity is threatening traders in Pokhara, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority.",Security & Law Enforcement
84960,HIGHLY URGENT,"Illegal armed groups have set up camps by the Makwanpur riverbank, endangering residents. Immediate intervention and patrols are requested. This has been ongoing for months.",Security & Law Enforcement
84961,HIGHLY URGENT,"Illegal armed groups have set up camps by the Biratnagar riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84962,HIGHLY URGENT,"Massive gang activity is threatening traders in Makwanpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Local Government Office.",Security & Law Enforcement
84963,HIGHLY URGENT,"Massive gang activity is threatening traders in Dhangadhi, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Municipal Council.",Security & Law Enforcement
84964,HIGHLY URGENT,"Massive gang activity is threatening traders in Rautahat, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters.",Security & Law Enforcement
84965,HIGHLY URGENT,"Massive gang activity is threatening traders in Bardiya, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Department of Roads.",Security & Law Enforcement
84966,HIGHLY URGENT,"Massive gang activity is threatening traders in Dhangadhi, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Local Government Office.",Security & Law Enforcement
84967,HIGHLY URGENT,"Massive gang activity is threatening traders in Butwal, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority. Photos available upon request.",Security & Law Enforcement
84968,HIGHLY URGENT,"Massive gang activity is threatening traders in Kailali, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Education, Science and Technology. I have contacted the local office multiple times but no effective action yet.",Security & Law Enforcement
84969,HIGHLY URGENT,"Massive gang activity is threatening traders in Pokhara, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters. Waiting for urgent action from the office.",Security & Law Enforcement
84970,HIGHLY URGENT,"Illegal armed groups have set up camps by the Chitwan riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84971,HIGHLY URGENT,"Massive gang activity is threatening traders in Saptari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority.",Security & Law Enforcement
84972,HIGHLY URGENT,"Illegal armed groups have set up camps by the Janakpur riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
84973,HIGHLY URGENT,There was a violent clash near the Pokhara market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Many families affected.,Security & Law Enforcement
84974,HIGHLY URGENT,There was a violent clash near the Dhangadhi market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Many families affected.,Security & Law Enforcement
84975,HIGHLY URGENT,There was a violent clash near the Nuwakot market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84976,HIGHLY URGENT,"Massive gang activity is threatening traders in Hetauda, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters. Please respond within 24 hours.",Security & Law Enforcement
84977,HIGHLY URGENT,"Massive gang activity is threatening traders in Janakpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Education, Science and Technology. Many families affected.",Security & Law Enforcement
84978,HIGHLY URGENT,"Massive gang activity is threatening traders in Mahottari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Municipal Council.",Security & Law Enforcement
84979,HIGHLY URGENT,"Massive gang activity is threatening traders in Makwanpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Health and Population. This has been ongoing for months.",Security & Law Enforcement
84980,HIGHLY URGENT,"Massive gang activity is threatening traders in Janakpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Home Affairs.",Security & Law Enforcement
84981,HIGHLY URGENT,"Massive gang activity is threatening traders in Kathmandu, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Home Affairs.",Security & Law Enforcement
84982,HIGHLY URGENT,"Massive gang activity is threatening traders in Butwal, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Department of Roads. Waiting for urgent action from the office.",Security & Law Enforcement
84983,HIGHLY URGENT,"Massive gang activity is threatening traders in Pokhara, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters.",Security & Law Enforcement
84984,HIGHLY URGENT,There was a violent clash near the Kailali market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request. I have contacted the local office multiple times but no effective action yet.,Security & Law Enforcement
84985,HIGHLY URGENT,"Massive gang activity is threatening traders in Rautahat, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority.",Security & Law Enforcement
84986,HIGHLY URGENT,There was a violent clash near the Butwal market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. This has been ongoing for months.,Security & Law Enforcement
84987,HIGHLY URGENT,"Illegal armed groups have set up camps by the Janakpur riverbank, endangering residents. Immediate intervention and patrols are requested. Please respond within 24 hours.",Security & Law Enforcement
84988,HIGHLY URGENT,"Massive gang activity is threatening traders in Bardiya, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority.",Security & Law Enforcement
84989,HIGHLY URGENT,"Massive gang activity is threatening traders in Lalitpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Department of Roads. Photos available upon request.",Security & Law Enforcement
84990,HIGHLY URGENT,"Massive gang activity is threatening traders in Pokhara, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Department of Roads.",Security & Law Enforcement
84991,HIGHLY URGENT,"Massive gang activity is threatening traders in Lalitpur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority. Please respond within 24 hours.",Security & Law Enforcement
84992,HIGHLY URGENT,"Massive gang activity is threatening traders in Bhaktapur, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Local Government Office.",Security & Law Enforcement
84993,HIGHLY URGENT,There was a violent clash near the Lalitpur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Waiting for urgent action from the office.,Security & Law Enforcement
84994,HIGHLY URGENT,There was a violent clash near the Dhangadhi market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support.,Security & Law Enforcement
84995,HIGHLY URGENT,"Massive gang activity is threatening traders in Chitwan, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Education, Science and Technology.",Security & Law Enforcement
84996,HIGHLY URGENT,There was a violent clash near the Kathmandu market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Waiting for urgent action from the office.,Security & Law Enforcement
84997,HIGHLY URGENT,There was a violent clash near the Biratnagar market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Photos available upon request.,Security & Law Enforcement
84998,HIGHLY URGENT,There was a violent clash near the Bhaktapur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. This has been ongoing for months.,Security & Law Enforcement
84999,HIGHLY URGENT,"Massive gang activity is threatening traders in Dhangadhi, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Police Headquarters.",Security & Law Enforcement
85000,HIGHLY URGENT,"Massive gang activity is threatening traders in Mahottari, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Department of Roads.",Security & Law Enforcement
85001,HIGHLY URGENT,There was a violent clash near the Makwanpur market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Please respond within 24 hours. I have contacted the local office multiple times but no effective action yet.,Security & Law Enforcement
85002,HIGHLY URGENT,"Illegal armed groups have set up camps by the Mahottari riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
85003,HIGHLY URGENT,"Massive gang activity is threatening traders in Pokhara, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Local Government Office. Photos available upon request.",Security & Law Enforcement
85004,HIGHLY URGENT,There was a violent clash near the Bardiya market last night causing multiple injuries. The police response was delayed and victims need immediate assistance. Please send urgent law enforcement support. Many families affected.,Security & Law Enforcement
85005,HIGHLY URGENT,"Illegal armed groups have set up camps by the Hetauda riverbank, endangering residents. Immediate intervention and patrols are requested. Many families affected.",Security & Law Enforcement
85006,HIGHLY URGENT,"Massive gang activity is threatening traders in Kathmandu, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Ministry of Education, Science and Technology.",Security & Law Enforcement
85007,HIGHLY URGENT,"Bhaktapur मा संघटित अपराधीहरूले व्यापारीहरूलाई धम्की दिइरहेका छन्, यसले जनतालाई ठूलो जोखिममा राख्छ। तत्काल सुरक्षा निर्देशन पठाउनुहोला।",Security & Law Enforcement
85008,HIGHLY URGENT,Nuwakot बजार नजिकै हिजो राति झडप हुँदा धेरै घाइते भएका छन्। इलाका प्रहरीको छिटो सहयोग आवश्यक छ। कृपया तुरुन्त कदम चाल्नुहोस्।,Security & Law Enforcement
85009,HIGHLY URGENT,Bardiya बजार नजिकै हिजो राति झडप हुँदा धेरै घाइते भएका छन्। इलाका प्रहरीको छिटो सहयोग आवश्यक छ। कृपया तुरुन्त कदम चाल्नुहोस्।,Security & Law Enforcement
85010,HIGHLY URGENT,"Saptari नदी किनारामा अवैधानिक रूपमा हतियारसहित समूह बसेको छ, स्थानीय बासिन्दामाथि ठूलो खतरा छ। तत्काल हस्तक्षेप आवश्यक छ।",Security & Law Enforcement
85011,HIGHLY URGENT,"Lalitpur नदी किनारामा अवैधानिक रूपमा हतियारसहित समूह बसेको छ, स्थानीय बासिन्दामाथि ठूलो खतरा छ। तत्काल हस्तक्षेप आवश्यक छ। तस्वीरहरु अनुरोध गरेमा दिन्छु।",Security & Law Enforcement
85012,HIGHLY URGENT,"Mahottari मा संघटित अपराधीहरूले व्यापारीहरूलाई धम्की दिइरहेका छन्, यसले जनतालाई ठूलो जोखिममा राख्छ। तत्काल सुरक्षा निर्देशन पठाउनुहोला। यो मुद्दा महिनौंदेखि चलेको छ।",Security & Law Enforcement
85013,HIGHLY URGENT,"Pokhara मा संघटित अपराधीहरूले व्यापारीहरूलाई धम्की दिइरहेका छन्, यसले जनतालाई ठूलो जोखिममा राख्छ। तत्काल सुरक्षा निर्देशन पठाउनुहोला।",Security & Law Enforcement
85014,HIGHLY URGENT,"Janakpur नदी किनारामा अवैधानिक रूपमा हतियारसहित समूह बसेको छ, स्थानीय बासिन्दामाथि ठूलो खतरा छ। तत्काल हस्तक्षेप आवश्यक छ। यो मुद्दा महिनौंदेखि चलेको छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।",Security & Law Enforcement
85015,HIGHLY URGENT,Janakpur बजार नजिकै हिजो राति झडप हुँदा धेरै घाइते भएका छन्। इलाका प्रहरीको छिटो सहयोग आवश्यक छ। कृपया तुरुन्त कदम चाल्नुहोस्।,Security & Law Enforcement
