id,urgency,grievance,department
4509,URGENT,गुनासो सम्बन्धी थप ब्यहोरा सम्बन्धित फायलबाट अवगत गर्नु भइ सो सम्बन्धमा के कसो भएको हो सत्य तथ्य बुझी यस कार्यालयलाइ जानकारी गराउनु हुन ।,Municipal Governance & Community Services
4508,URGENT,गुनासो सम्बन्धि थप ब्यहोरा सम्बन्धित फायलबाट अवगत गर्नुहुन ।,Security & Law Enforcement
4507,URGENT,गुनासो सम्बन्धी थप ब्यहोरा सम्बन्धित फायलबाट अवगत गर्नु हुन ।,Security & Law Enforcement
4205,URGENT,काठमाण्डाै जिल्लाकाे बुढानिलकण्ठ न.पा. का सामुदायिक बिद्यालयमा प्र.अ. काे नियुक्ति शिक्षा सेवा ऐनकाे मापदण्ड बिपरित मा.बि. काे दरबन्दीमा नि.मा.बि.काे प्र. अ. तथा प्रा.बि.काे प्र.अ. तथा नि.मा.बि काे दरबन्दीमा प्रा.बिकाे प्र. अ. नियुक्ति गरिएकाे साे सम्बन्धमा नगरपालिका प्रमुख तथा शिक्षा मन्त्रालयमा  समेत जानकारी गराउदा कुनै कारबाही नभएकाे साथै दरबन्दी भन्दा तल्लाे तहकाे प्र.अ. नियुक्ति हुदाँ अन्य शिक्षकहरुकाे बढुवा प्रयाेजनकाे लागी अङ्क समेत दिन नपाउने भएका कारण शिक्षक कर्मचारीहरुकाे बढुवा समेत प्रभावित भएकाे भन्ने ब्यहाेराकाे गुनासाे प्राप्त भएकाे छ ।,Municipal Governance & Community Services
4197,URGENT,"कन्चनपुर जिल्लाकाे कष्णपुर न.पा. वडा नं. २ मा हिजाे राती करीव ९ बजेर २० मिनेट जादा भएकाे सवारी साधन (ट्रक र माेटरसाइकल) दुर्धटनामा माेटरसाइकलमा सवार सुनिल राना र दिनेश राना काे मृत्यु भएकाे र साेही समयमा त्यस स्थानामा आइपुगेका कैलाली धनगढीका एस.एस.पी र उनकाे टाेलीले मृतक सुनिल राना र दिनेश रानाका साथीहरु प्रदिप राना, अनिल राना, र उमेश रानालाइ दुर्धटना भएकाे सवारी साधन हटाउने निहुमा कुटपिट गरेकाे र निजहरुकाे साथमा रहेकाे करीव ३५ हजार नगद र दुइ थान माेबाइल सेट समेत साथबाट गायब भएकाेले बिनाकारण कुटपिट गर्ने एस.एस.पि र निजकाे टाेलीलाइ कारबाही गर्न र निजहरुकाे साथबाट गायब भएकाे नगद र माेबाइल सेटहरु फिर्ता हुनुपर्ने माग सहितकाे गुनासाे प्राप्त भएकाे छ ।",Security & Law Enforcement
3989,NORMAL,नेपालगंजको भेरी हस्पताल देखि कारागार जाने बाटोमा अत्यधिक फोहोर रहेको र उक्त फोहोर उठाउन सम्बन्धित निकायको ध्यान न गएको भन्ने गुनासो प्राप्त भएको ।,Municipal Governance & Community Services
3630,HIGHLY URGENT,अस्पतालमा बिरामीकाे चाप अत्याधिक रहेकाे तर अस्पतालमा डाक्टरकाे संख्या तथा बेड अभाव भएकाे ब्लड जाँच लगायतका रिपाेर्टहरु ढिला  दिने गरेकाे भन्ने गुनासाे प्राप्त भएकाे छ ।,"Education, Health & Social Welfare"
3594,NORMAL,काठमाण्डाैकाे रत्नपार्कबाट थानकाेट रुटमा चल्ने सार्वजनिक यातायातका साधनहरु बेलुकी साझ ६ बजे पश्चात अत्यन्तै कम गुडने गरेकाेले एउटै सवारी साधनमा सयाै यात्रुहरुले यात्रा गर्दा धेरै नै असहज भएकाे यस बिषयमा सम्बन्धित निकायकाे ध्यान जाओस र समस्या समाधान हाेस भन्ने ब्यहाेराकाे गुनासाे प्राप्त भएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
3591,NORMAL,"धनुषा जिल्ला नगराइन न.पा. वडा नं. ५ का देवचन्द्र रायकाे छाेरी बर्ष १८ की सुरती कुमारी रायलाइ  मिति २०७६/१/१६ गते साेही न.पा. २ का अभिषेक कर्ण लगायतका ब्याक्तिहरुले अपहरण गरी बेपत्ता बनाएकाे साे सम्बन्धमा निबेदक देवचन्द्र रायले जिल्ला प्रहरी कार्यालय, धनुषामा मिति २०७६/१/२८ गते किटानी जाहेरी दिदाँ जिल्ला प्रहरीले लिन नमानेकाे र साधारण निबेदन दिन भनिएकाे र साधारण उजुरी उपर कुनै कारबाही नभएकाे, हाल मेराे छाेरी बेपत्ता रहेकाे र बेपत्ता भएकी छाेरी सम्पर्कमा ल्याइदिन र दाेषीलाइ कारबाही गरिपाँउ भन्ने ब्यहाेराकाे  गुनासाे  प्राप्त भएकाे छ ।",Security & Law Enforcement
783,NORMAL,मासुकाे वैज्ञानिक भाउ तय गर्नुपर्ने र छाला  रहित मासुकाे बेचविखन गर्नुपर्ने भन्ने सुझाव प्राप्त भएकाे । उक्त सुझाव सम्बन्धी मेलकाे स्क्रिन सट सम्बन्धित कागजातमा पठाइएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
709,HIGHLY URGENT,डाक्टरहरु कार्यालय समयमा नआउने भन्ने गुनासाे प्राप्त भएको छ ।,"Education, Health & Social Welfare"
699,URGENT,"नेपाल स्वास्थ्य अनुसन्धान परिषद, रामशाह पथ काठमाण्डौले गरेका अनियमित गतिविधिहरु छानविन प्रकृयामा अगाडी वढाउनु हुन अनुरोध गर्दछौ भन्ने व्यहोराको गुनासो प्राप्त भएको ।","Education, Health & Social Welfare"
696,NORMAL,स्वास्थ्य क्षेत्रमा कार्यरत अनमी चौथो र पाँचौ तहको समायोजन सम्बन्धी सोधपुछ गरेको ।,Municipal Governance & Community Services
681,URGENT,"चितवन भरतपुर कारागारमा नामको लागि मात्र चौकिदार रहेको तर त्यहाँको स्थानिय गुण्डाहरु (अमृत गुरुङ, सरन गुरुङ र अन्य )द्वारा कैदीहरुलाई धम्काउने गरेको भन्ने व्यहोरको गुनासो प्राप्त भएको ।",Security & Law Enforcement
680,HIGHLY URGENT,"हाल सिरियामा रहेकी र नाम नखुलेकी नेपाली महिलाले आफु गोपाल र शम्भु मार्फत दुवै पठाइदिन्छौ भनेर सिरिया पु-याएपछि भोगेका समस्याहरु देखाउँदै आफूलाई नेपालमा ल्याउन पहल गरिदिन अनुरोध गरेको भिडियो प्राप्त भएको ।
https://www.facebook.com/damascue.sy/videos/122816658600554/?t=67","Education, Health & Social Welfare"
639,NORMAL,गोकर्णेश्वोर नगरपालिकाको मुलपानी क्षेत्रमा अनियमित रुपमा बत्ति आउने जाने भन्ने गुनासो प्राप्त भएको,"Infrastructure, Utilities & Natural Resources"
633,URGENT,"मृत शरीरको बारेमा नराम्रो बोल्न वा कुनै कार्य गर्न नपाईने प्रावधान त कानून मै उल्लेख छ,तर पनि यस्ता बिषयमा सामाजिक संजालमा टिक-टक बनाइएको छ यस्तो कार्य गर्नेलाइ  कारबाही हुनु पर्छ भन्ने बिषयको गुनासो प्राप्त भएको छ।",Security & Law Enforcement
610,URGENT,"पाेखरा लेखनाथ महानगरपालिका वडा न‌ं. १७ पाल्पाली मार्ग रेसिडेन्सल एरियामा रहेकाे रिदम दाेहाेरी साँझले बेलुकी ८ बजे पश्चात चर्काे आवाजमा गाना बजाना गर्ने गरेकाे, मानिसहरु भेला भइ हाेहल्ला गर्ने, काेलाहल मच्चाउने गरेको तथा अन्य अनैतिक क्रियाकलाहरु समेत हुने गरेको जसका कारण  स्थानिय बासिन्दाकाे आवत जावतमा समस्या हुने गरेकाे, स्थानिय बासिन्दाहरु असुरक्षित हुदै गएकाे भन्ने ब्यहाेराकाे गुनासाे प्राप्त भएकाे छ ।",Security & Law Enforcement
598,URGENT,"ललितपुर, लगनखेल बसपार्कको यात्रु प्रतीक्षालय पछाडी अब्यबस्थित रुपमा फोहोर फालिएको छ भन्ने गुनासो प्राप्त भएको छ।",Municipal Governance & Community Services
593,NORMAL,काठमाडौं महानगरपालिका घट्टेकुलो स्थित सानु महार्जनको घरमा करिब २४ घण्टा बितिसक्दा पनि बत्ती नआएको गुनासो प्राप्त भएको ।,"Infrastructure, Utilities & Natural Resources"
581,URGENT,नेपाल मेडिकल बोर्डबाट कर्मचारीले नक्कली विरामीको सर्टिफिकेट बनाएको भन्ने सम्बन्धमा गुनासो प्राप्त भएको ।,"Education, Health & Social Welfare"
566,URGENT,गुनासाे सँग सम्बन्धित फायल यसै साथ संलग्न छ ।,Security & Law Enforcement
526,HIGHLY URGENT,एक महिना देखी पटक पटक धाउदा पनि रसुवा नाैकुण्ड गाउँपालिका ५ का पवन प्रसाद न्याैपाने ले बि एड काे Transcript नपाएकाे भनि गुनासाे प्राप्त भएकाे छ ।,"Education, Health & Social Welfare"
517,NORMAL,"काठमाडौँ महानगरपालिका गुहेश्वरी ८, नयाँबजार देखि दिव्य पार्टी प्यालेस सम्मको सडक निर्माण २ वर्ष बितिसक्दा पनि पुर्ण रुपमा सम्पन्न हुन नसेको कारण सर्वसाधरण तथा यातायातका साधनलाई समस्या परेको भन्ने व्यहोराको गुनासो प्राप्त भएको","Infrastructure, Utilities & Natural Resources"
515,URGENT,काठमाडौं जिल्ला किर्तिपुर न पा वडा नं ७  मा पर्ने कि नं ५१० को क्षे फ 0-3-0-0  को जग्गा मिति २०७५।०५।०८ मा राजिनामा रजिष्ट्रेशन पास गरी श्रीमती तारादेवी महर्जनले खरिद गरी लिएको । तर उक्त घरमा पहिले देखि बस्दै आएका जयराम मिजारले सम्झौता अनुसारको घरभाडा ४ महिनादेखि नदिएको । घर भाडा  नदिने भए घर छोड्नुहोस भनि पटक पटक भन्दा पनि घर छाड्न नमानेको भन्ने गुनासो प्राप्त हुन आएको । उक्त गुनासोको विस्तृत विवरण थप फाइलबाट हेर्नुहुन ।,Security & Law Enforcement
512,URGENT,https://www.facebook.com/Juksoncom/videos/2279001202365992/ यो लिङ्कबाट गुनासो प्राप्त भएको र गुनासो कर्ताको भनाई संलग्न गरिएको छ ।,"Infrastructure, Utilities & Natural Resources"
511,URGENT,देश लोडसेडिङ मुक्त भनिए पनि पोखरा लामाचौर क्षेत्र को बिद्युत प्रसारण लाईन मा दिनहुँ  बिद्युत कटौती हुँदा परिक्षा को नजिक रहेका विद्यार्थी र सर्वसाधारण ले भोग्नु परेको समस्या छिटै समाधान होस भन्ने बिषयको गुनासो प्राप्त भएको छ।,"Infrastructure, Utilities & Natural Resources"
500,URGENT,निजले यस विषयमा पहिले गरेको गुनासोको विवरण  zip फाइलमा संलग्न छ । यसअघि भएको छानविन सम्बन्धीको प्रगति एवंम सो विषयमा पुन: निस्पक्ष छानबिन गरी भएको प्रगतिको विवरण समेत उपलब्ध गराइदिनुहुन अनुरोध छ । भन्ने व्यहोरको गुनासो प्राप्त भएको ।,Security & Law Enforcement
496,HIGHLY URGENT,"https://kathmandupost.com/visual-stories/2019/08/12/no-city-for-pedestrians?fbclid=IwAR081zdDJaagThcLSMFLw-szNmjgb95rQ9e51x7nicGdZb70xiYDZpFo3NE 
यो लिङ्कबाट सडकको अवस्था राम्रो नभएकोले जनजीवन प्रभावित भएको भन्ने व्यहोराको गुनासो प्राप्त भएको ।",Municipal Governance & Community Services
491,URGENT,"मैतिदेवी मन्दीर देखी ज्ञानेश्वर सम्म ढल निर्माण गर्न खनिएकाे २०० मि सडक खण्ड लामाे समयसम्म कालाेपत्रे  नभएकाे, धुलाेले स्थानिय बासिन्दा आजित भएकाे भन्ने गुनासाे प्राप्त भएकाे छ ।","Infrastructure, Utilities & Natural Resources"
487,URGENT,"At present I am working at capital of Karnali province, Birendrnagar Surkhet.. I have to make driving license.. I am continuously following yatayat office surkhet.. As per the words manager of surkhet, they have not been given staff to start licence . All other technical things are been ready except human resources... As surkhet is capital city.. people of this area area are having problems due to this.. please solve this issue..","Infrastructure, Utilities & Natural Resources"
478,HIGHLY URGENT,२ महिना अघि निबेदन दिदाँ समेत निबेदक बिक्रम बिष्टकाे ४८८००२७ नं काे टेलिफाेन मर्मत नभएकाे भनि गुनासाे प्राप्त भएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
477,URGENT,सरकारले राज्यकाे बिकासमा खर्च गर्न राजस्व उठाउन करकाे दायरा बढाउदै लगेता पनि कठमाण्डाै उपत्यका लगायत देशका बिभिन्न स्थानहरुमा घरकाेठा तथा सटरहरु भाडामा लगाउने घरधनी तथा सटर धनी भने करकाे दायरामा नआएकाे भन्ने गुनासाे गर्नु भएकाे छ ।,Municipal Governance & Community Services
476,URGENT,"याे दृष्य काठमाण्डाै जिल्ला अदालत अगाडीकाे हाे । सडक पेटी नै ढाकिनेगरी सधै पार्किङ हुन्छ त्यसमाथि चिया पसल र फलफुल बेच्ने गरिएको छ। हामिलाई नै हिड्न गार्हाे छ, अपाङ्गता भएका ब्यक्ति कसरी हिड्ने याे बाटाेमा ? दृष्टि बिहीनकालागि लेन समेत मिचिएकाे छ । भन्ने बिषयको गुनासो प्राप्त भएको छ।",Security & Law Enforcement
475,URGENT,गुनासाे कर्ता भिम रावल ले मिति २०७५‍।५।१ मा जिल्ला प्रशासन कार्यालय डडेलधुरा र जिल्ला बन कार्यालय डडेलधुरा ले सार्वजनिक जग्गा अतिक्रमण हटाउने भनि लगत जारी भए पश्चात साे स्थानमा सार्वजनिक  जग्गा अतिक्रमण भएकाे भनि निबेदन दिनु भएकाे र स्थानिय जनप्रतिनिधी बुद्दिजिबी स्थानिय बासीकाे राेहवरमा जिल्ला प्रशासन कार्यालय र जिल्ला बन कार्यालयले नापजाँच गरी घटनास्थलकाे मुचुल्का तयार पारेकाे र साे क्रममा निज निबेदक स्वयमले पनि केही जग्गा अतिक्रमण गरेकाे भनि निजले निर्माण गरेकाे करिब ५।६ लाखकाे ‍‍संरचना भत्काउन लगाइएकाे तर अन्यलाइ भने हालसम्म कारबाही नभएकाे र अरुलाइ पनि कारबाही हाेस भन्ने ब्यहाेराकाे गुनासाे प्राप्त भएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
474,URGENT,गुनासाे कर्ता भिम रावल ले मिति २०७५‍।५।१ मा जिल्ला प्रशासन कार्यालय डडेलधुरा र जिल्ला बन कार्यालय डडेलधुरा ले सार्वजनिक जग्गा अतिक्रमण हटाउने भनि लगत जारी भए पश्चात साे स्थानमा सार्वजनिक  जग्गा अतिक्रमण भएकाे भनि निबेदन दिनु भएकाे र स्थानिय जनप्रतिनिधी बुद्दिजिबी स्थानिय बासीकाे राेहवरमा जिल्ला प्रशासन कार्यालय र जिल्ला बन कार्यालयले नापजाँच गरी घटनास्थलकाे मुचुल्का तयार पारेकाे र साे क्रममा निज निबेदक स्वयमले पनि केही जग्गा अतिक्रमण गरेकाे भनि निजले निर्माण गरेकाे करिब ५।६ लाखकाे ‍‍संरचना भत्काउन लगाइएकाे तर अन्यलाइ भने हालसम्म कारबाही नभएकाे र अरुलाइ पनि कारबाही हाेस भन्ने ब्यहाेराकाे गुनासाे प्राप्त भएकाे छ ।,Security & Law Enforcement
471,HIGHLY URGENT,काठमाण्डौमा महानगरपालिकाको सोह्रखुट्टेबाट बालाजु उद्यान जाने बाटोमा बालाजु चौकिस्थित बिचसडकमा ठुला ठुला खाल्डा परेका साथै माछापोखरीबाट बालाजु बाइपास जाने बाटोमा ठाउँ ठाउँमा खाल्डाखुल्डी भएर यातायातका सवारी साधन सञ्चलानमा कठिनाई आएकोले यथाशिघ्र सडक मर्मत सम्भार गरीपाउँ भन्ने व्यहोराको गुनासो प्राप्त भएको ।,"Infrastructure, Utilities & Natural Resources"
469,URGENT,सुनसरी जिल्लाको रामधुनी नगरपालिका वडा नं ४ मा १४/१५ दिन वितिसक्दा पनि हरेक दिन साझ ६/७ बजेतिर लाइन जाने र अर्को दिन विहान  ६/७ बजे मात्र लाइन आउने गरेकाले सर्वसाधारणलाई समस्या भएको भन्ने व्यहोराको गुनासो प्राप्त भएको।,"Infrastructure, Utilities & Natural Resources"
463,URGENT,लामो दूरीको बस चलाउने ड्राइभरको हातमा गाडीको ब्रेक क्लच स्टीयरिंग मात्र होइन ३०-३५ देखि ५०-५५ जना यात्रुको ज्यान पनि उसको हातमा हुन्छ । तसर्थ सार्वजनिक यातायातको चारपांग्रे साधन चलाएको कम्तिमा १० वर्षको अनुभवी र शारीरिक मानसिक रुपले स्वस्थ ड्राइभरले मात्र लामो दूरीको बस ट्रक चलाउन पाउने कानून बन्नु पर्यो भन्ने व्यहोराको सुझाव प्राप्त भएको ।,"Infrastructure, Utilities & Natural Resources"
454,HIGHLY URGENT,"प्युठान जिल्ला सरूमारनी गाउपालिका वडा नं. ४ मा अस्थाइ प्रहरी चेक पोष्ट रहको छ । यहाँ असइ प्रेम वि.क. कार्यरत हुनुहुन्छ । यहाँ आजभोली तिजविशेष नाच गान भैरहेको छ । नाचगान भएको स्थानमा असइ प्रेम विक जानुहुन्छ महिलाहरूसँग नराम्रो शब्द प्रयोग गर्ने, महिलाहरू नाचिरहेको अवस्थामा तान्ने, हात समाउने जस्तो अभद्र व्यवहार गर्नु हुन्छ । सुरक्षा संयन्त्रमा कार्यरत कर्मचारीबाट यस्तो व्यवहारले हामि पिडित छौं । प्रचलित कानूनबमोजिम हुन अनुरोध गर्दछु भन्ने व्यहोराको गुनासो प्राप्त भएको ।",Security & Law Enforcement
443,NORMAL,बोल्न नसक्ने ब्यक्तिले निःशुल्क शिक्षा संगै नगरपालिकाबाट पाउने भत्ता लिन पाउँछ वा पाउँदैन भनी गुनासो गर्नु भएको ।,Municipal Governance & Community Services
441,URGENT,"सडकमा कुनैपनि कारणले अबरूध्द भएको अवस्थामा अत्यावश्यक सवारीसाधनबाहेक (जस्तै एम्बुलेन्स, दमकल) अन्य सबैलाई, ओभरटेक गरेर झन समस्या निम्त्याउने सवारी चालकलाई कडा कारवाही हुने भनेर राष्ट्रिय रूपमै सुचना प्रेषण गर्न अनुरोध गर्दछु (सन्दर्भ: अरूणखोला को अस्तव्यस्तता) भन्ने व्यहोराको गुनासो प्राप्त भएको ।",Security & Law Enforcement
440,NORMAL,"नेपाल सरकारले जारी गरेका नीति , कार्यविधी, निर्देशिका एवम् मापदण्ड अनिवार्य रूपमा राजपत्रमा प्रकाशित हुने र कानुन किताब व्यवस्था समितिले पुस्तकको रूपमा प्रकाशित गर्ने व्यवस्था हुन अनुरोध छ । हालसम्म यसरी प्रकाशित नहुदा नागरिकको सूचनाको हक कुण्ठित हुनुको साथै कार्वान्यन गर्ने निकायले पनि बग्रेल्ती समस्या सामना गर्नु परेको छ भन्ने व्यहोराको गुनासो प्राप्त भएको ।",Municipal Governance & Community Services
439,URGENT,पोखराको  ड्यामसाइड देखि विरौटा सम्म को सडक खण्ड निकै जटिल भयो। झन् विरौटा चोक को सडक त पुरै भत्केको छ। विरौटा चोक देखि माथि ड्यामसाइड सम्मको सडक त धेरै बम्पी र धुलो धुलो छ। सिद्धार्थ राजमार्ग हुदै पोखराको मुख्य पर्यटकीय स्थल लेकसाईड भित्रिने सडक हो यो। पर्यटक हरुले के सोच्लान्? यस्तो सडक देखेपछि । यो समस्या जति सक्दो त्यति छिटो समाधान होस् भन्ने व्यहोराको गुनासो प्राप्त भएको व।,"Infrastructure, Utilities & Natural Resources"
438,HIGHLY URGENT,उपभोक्ताको हित संरक्षण गर्ने वाणिज्य आपुर्ति तथा उपभोक्ता संरक्षण विभागका सुचना अधिकारीको मोवाइल नम्वरमा सम्पर्क नभएको । उक्त नम्बर आउट अफ सर्भिस भएको । विभागको टेलीफोन जतिपटक गर्दा पनि नउठने साथै टोल फ्रि नम्वर पनी उपव्ध छैन । यसरी हुँदै नभएको नम्वर राखेर किन झुक्याउने जनतालाइ? भन्ने व्यहोराको गुनासो प्राप्त भएको छ ।,"Infrastructure, Utilities & Natural Resources"
431,URGENT,"उद्योग, वाणिज्य तथा आपूर्ति मन्त्रालयको वेबसाइटमा रहेको टोल फ्री नम्बर र सुचना अधिकारीको नम्बरमा  कल उपलब्ध हुन नसकेको भन्ने गुनासो प्राप्त भएको । उक्त नम्बर किन उपलब्ध हुन नसकेको हो जानकारी गराउनु हुन अनुरोध छ।","Infrastructure, Utilities & Natural Resources"
426,URGENT,"देशका बिभिन्र ठाउँका सेवा प्रदायक निकाय, प्रशासनिक निकाय परिसर तथा अन्य ठाउँहरूमा सर्वसाधारणा जनता तथा सेवा ग्राहीलाइ नेपाल प्रहरीले अनावश्यक दुख दिने गरेकाे, अभद्र ब्यवहार गर्ने गरेकाे, असभ्य भाषा प्रयाेग गरी गाली गर्ने गरेकाे भन्रे ब्यहाेराकाे गुनासाे प्राप्त भएकाे छ ।",Security & Law Enforcement
424,URGENT,गाेकर्णेश्वर न.पा. वडा नं. २ नयाँ पाटि चन्डीकाश्वरी बाेडिङ्ग  आसपासका बासिन्दाहरूले बागमती नदिमा ढल मिसाउने गरेकाे भनि गुनासाे प्राप्त भएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
423,URGENT,पृथ्वी राजमार्ग अन्तरगत पोखरा महानगरपालिका वडा नं.१० र १४ मा पर्ने औद्योगिक क्षेत्र चाउथे र बिजयपुर क्षेत्रको सडकको अवस्था राम्रो भएपनि रिसोलिंङ गर्ने भनेर गुणस्तरीय काम नभएको । उक्त काममा अलकत्रा राखेर बुक्लो गिट्टि राखिएको छ । जुन काम सडक निर्माण मापदण्ड विपरित हो । यसले धुवा धुलो तथा दुर्घटना पनि बढाएको छ । तत्काल सडक मर्मत कार्यमा अनुगमन गरियोस् । सम्बन्धित निकायको ध्यानाकर्षण होस् भन्ने व्यहोराको गुनासो प्राप्त भएको छ ।,"Infrastructure, Utilities & Natural Resources"
420,URGENT,"तीनकुने स्थित भिएस् निकेतन स्कूल हुँदै UN पुल सम्म र बागमती पारी UN पुल देखि कुपण्डाेल स्थित बागमती पुल सम्मकाे स्वरूप साँचैनै फेरिएकाे छ । बागमती करिडरकाे हराभरा रूखहरू, नदीकाे किनारमा विकास भएका पार्कहरूले गर्दा यहाँकाे बतावरण मनाेरम बनेकाे छ । अनि करिडर भरी जडान भएकाे साैर्य बत्तीले याे क्षेत्र तुलनात्मकरूपमा सुरक्षित पनि छ । सायद यहि कारणले यस क्षेत्र Morning Walk र Evening walk काे लागि छनाैटकाे गन्तव्यकाे रूपमा विकास भइरहेकाे छ । तथापी सडक किनार घुलाम्य छ र सडक पेटीलाइ झारले लगभग ढाकिसकेकाे छ । साथै अत्याधिक गतिले गर्दा सडक दुर्घटना पनि बढ्दाे क्रममा छ । यस क्षेत्रलाइ थप स्वच्छ र सुरक्षित बनाउन साथै Healthy Street काे रूपमा विकास गर्न निम्न अल्पकालिन तथा दीर्घकालिन सुझाव प्रस्तुत गर्न चाहान्छुः
अल्पकालिन सुझावः 
१. सडकमा नियमित ब्रुमर लगाइनु पर्ने । 
२. सडक पेटीकाे झार नियमितरूपमा काट्नु पर्ने 
३. सडक र सडक पेटीकाे नियमित मर्मत गर्नु पर्ने
दीर्घकालिन सुझावः 
१. सडक किनारमा Security Camera जडान गर्नु पर्ने 
२. Speed Limit कायम गर्नु पर्ने । यसका लागि Traffic Sign र यथेष्ठ Traffic जनशक्तिकाे व्यवस्था गरिनु पर्ने","Infrastructure, Utilities & Natural Resources"
415,URGENT,"विभिन्न पत्र पत्रिका वा समाचार मार्फत सरकार ले Grandi International Hospital मा हेल्चक्रायी को बारेमा अवगत नै हुनु हुन्छ भन्ने विश्वास छ। Nepal Medical Council मा संजीव न्यौपाने को मुद्दा पनि दर्ता नै छ। दुबै पक्षको बयान पनि लि सकेको NMC ले अहिले सम्म कुनै नतिजामा पुग्न न सकेको कारण खुलाई दिनु पर्यो. अब अरु कुनै छानबिन गर्न बाँकी छ कि एत्तिकै बिर्सेर बसेका छन्, अलि सहयोग गरि दिनु पर्यो सरकार भन्ने व्यहोराको गुनासो प्राप्त भएको ।","Education, Health & Social Welfare"
414,URGENT,टिचिङ्ग र कान्ति बाल अस्पताल बीचको साँघुरो रोडको दायाँबायाँ ट्याक्सी र माइक्रो पार्क गरेर आपातकालीन एम्बुलेन्स लगायतका सवारी साधन आवतजावतमा निकै समस्या रहेको साथै  फुटपाथमा  व्यापार गरेर सर्वसाधारणलाई आवतजावतमा समस्या रहेको भन्ने विवरणको गुनासो प्राप्त भएको ।,Security & Law Enforcement
413,URGENT,बुढानिलकण्ठ नगरपालिका काे नारायणथान एरिया देउवाचाेक तथा पञ्चकन्यामार्ग आसपास क्षेत्रमा बिद्धुत छिनछिनमा गइरहने ब्यहाेराकाे गुनासाे प्राप्त भएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
408,URGENT,"नेपाल प्रहरीको प्रबन्ध निर्देशनालयले ६ हजार जोर डीएमएस बुट बुझाउने ठेकेदारलाई ११ हजार जोरको भुक्तानी दिएको छ । आर्थिक बर्षको अन्तिममा ४ हजार जोर डीएमएस बुट नबुझाई ठेकेदार ज्ञानेन्द्र बस्नेतले भुक्तानी लिएका छन् ।
आर्थिक प्रशासन महाशाखाका प्रमुख एसएसपी दीपक थापा र प्रबन्धका इन्स्पेक्टर केशव गौतमले बस्नेतलाई भुक्तानी दिएका हुन् ।
त्यसैगरी गुणस्तरहीन ऊलन पाइन्ट बुझाउने ठेकेदार राजमान मिश्रको कम्पनीलाई कालोसूचीमा राखी बैंक ग्यारेन्टी जफत गर्नुपर्नेमा गरिएको छैन । राजन कडरियाको झुल प्रबन्धले गुणस्तर तथा नापतौल विभागमा गुणस्तर चेक गर्न पठायो । तर प्रबन्धकै इन्स्पेक्टर केशव गौतमले अर्का ठेकेदारसँग मिलेर विभागका प्राविधिक अधिकृत किरण सुवेदीमार्फत् समयमा चेक नगरी ठेक्का नै रद्द गराउने अवस्थामा पु¥याएका छन् भन्ने व्यहोराको गुनासो प्राप्त भएको ।",Security & Law Enforcement
407,URGENT,काठमाण्डौँ ठमेल स्थित सञ्चय कोष भवनको अण्डरग्राउण्डमा बाईक पार्किङ गर्ने ठउँको  ब्यानरमा घन्टाको २० रुपैया लेखेको छ तर हातले लेखेर ५० रुपैया शुल्क लिएको छ  भन्ने ब्यहोराको गुनासो प्राप्त भएको छ।,Municipal Governance & Community Services
406,URGENT,इन्टरनेट सुबिधा नभएकाे सुचना टास गरी सेवाग्राहीलाइ अनावश्यक दुख दिएकाे भनि गुनासाे गर्नु भएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
403,URGENT,"नेपाल सरकारले जारी गरेका नीति , कार्यविधी, निर्देशिका एवम् मापदण्ड अनिवार्य रूपमा राजपत्रमा प्रकाशित हुने र कानुन किताब व्यवस्था समितिले पुस्तकको रूपमा प्रकाशित गर्ने व्यवस्था हुन अनुरोध छ । हालसम्म यसरी प्रकाशित नहुदा नागरिकको सूचनाको हक कुण्ठित हुनुको साथै कार्वान्यन गर्ने निकायले पनि बग्रेल्ती समस्या सामना गर्नु परेको छ भन्ने व्यहोराको गुनासो प्राप्त भएको ।","Infrastructure, Utilities & Natural Resources"
395,URGENT,सामाजिक विकास मन्त्रालय पोखरामा खटिएका कर्मचारीलाई समायोजनको काम छिटो हुनुपर्यो भन्ने व्यहोराको गुनासो प्राप्त भएको ।,"Education, Health & Social Welfare"
393,URGENT,इन्टरनेट सुबिधा नभएकाे सुचना टास गरी सेवाग्राहीलाइ अनावश्यक दुख दिएकाे भनि गुनासाे गर्नु भएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
392,URGENT,इन्टरनेट सुबिधा नभएकाे सुचना टास गरी सेवाग्राहीलाइ अनावश्यक दुख दिएकाे भनि गुनासाे गर्नु भएकाे छ ।,"Infrastructure, Utilities & Natural Resources"
