tweet_id,organization,cleaned_tweet
721875222555701253,nepalpolice,sir one months no strong action by police she is still missing lost hope from.
721875626630758400,nepalpolice,sir one months no strong action by police she is still missing lost hope from.
721890129137246209,trafficpolicenepal,sir from last 25 minutes red lights of t point an trml/ brt corridor are not working. parent looking see.
721891090882830336,nepalpolice,great to see praising for once.
721893479182237696,trafficpolicenepal,odd govt vehicle on even day double team. 18. 04. 2016. odd even dobara. odd even.
721897325082374144,trafficpolicenepal,shame on total traffic chaos on ring road and odd vehicles are on road without a dab of fear. odd even nautanki.
721900160469581824,trafficpolicenepal,odd even violation by govt vehicle.
721904622076588032,trafficpolicenepal,the jams are worse today at sarai kale khan at 9. is it due to odd even? please check.
721906533102059520,trafficpolicenepal,school bus breakdown at geeta colony flyover. creating traffic problems.
721907607057928192,trafficpolicenepal,severe traffic jam all the way from east vinod nagar right up to akshardham nizamuddin bridge and kale khan. please help.
721910675740737536,trafficpolicenepal,welcome to the theatre of the absurd. odd even dobara. odd even nautanki.
721913488273223680,trafficpolicenepal,people resorting to buy cheaper more older(polluting) secondary cars stop. odd even nautanki.
721916169276379136,trafficpolicenepal,scuffle involving a private bus at giggle out loud dak khana ashoka road. please attend to it.
721916951975616512,nepalpolice,please do something on this serious matter girl kidnapped since 18 march. one month no solution!
721917717368946689,trafficpolicenepal,odd even dobara being broken in broad daylight 2 men inside.
721918382132629505,trafficpolicenepal,near ito odd even dobara being broken who is checking.
721918710093467649,nepalpolice,your own employees don't wear helmets and you expect us to follow rules laughing my ass off.
721919934440325120,irdnepal,but sending an intimation after 2. 5 years with huge late pretty much this fees (rs 200/day) has crippled us (6/8).
721920029755879425,irdnepal,atleast if the intimation been shared earlier would have really helped us. really appreciate (7/8).
721920912489082882,trafficpolicenepal,odd. even dobara there's traffic jam at vikas marg causing slowing of traffic adding to pollution
721922861125005312,trafficpolicenepal,this 8s how var council people break rules.
721926650556862468,trafficpolicenepal,"days when you are out just to prove your tag line right? ""à¤¸à¤¦à¥à¤µ à¤à¤ªà¤à¥ à¤²à¤¿à¤¯à¥ à¤à¤ªà¤à¥ à¤¸à¤¾à¤¥"". odd even dobara."
721928829619408896,nepalpolice,just received call from 7282924174 asking atm details. caller dropped after my further interrogation. please take necessary action.
721929110243532800,nepalpolice,should be ashamed of misusong power doing challan of genuine people like mr. sharad who was coming from dehradun. odd even.
721929396181798913,trafficpolicenepal,proofs sent on misuse of space behind new krishna park for parking of buses. no action taken till today.
721933539671805952,nepalpolice,what and should do is start checking how many cars with cng stickers actually have cng kits installed in them.
721934053474066432,trafficpolicenepal,found on narayana towards dhaula kuan today.
721936200831905792,nepalpolice,are vips not exempt
721937002640371712,trafficpolicenepal,totally senseless. challan not enough. hope his license has been suspended as well. odd even.
721940587138719744,trafficpolicenepal,fined for driving without license insurance and breaking odd even rule. have you impounded his vehicle? vijay goel.
721948262903717888,trafficpolicenepal,no license insurance and breaking of odd even rule. reckless behavior by bjp mp vijay goel. did you do breathalyzer test? drunk.
721957976395935744,trafficpolicenepal,good job why should anyone be spared? exemptions should go. odd even.
721963685263118336,trafficpolicenepal,people always consume alcohol at rg bagar rohini sector 11 and perform stunt on bike and cars during evening time please take action.
721968324381433857,irdnepal,do the do reply for tweets to solve public issues related to their dept please reply.
721979202405343232,nepalpolice,salute to. great job sir.
721979848223117313,nepalpolice,we are safe because of which is guarding us day night. salute. wonderful work as always.
721982368333041664,nepalpolice,we'd also like to thank and for their support! fitness is an attitude run for fun (2/2).
721984370555359232,trafficpolicenepal,stuck in jam from last half an hour. odd even dobara.
721985979846889472,trafficpolicenepal,metro pillar girder work completed at second. 37 now traffic flowing normally.
721986546816036865,nepalpolice,i salute entire unit of who was involved in cracking down a ruthless case of kidnapping for offering.
721988015455911936,nepalpolice,in a case of rape does medical confirmation test happen before fire?
721991891802173440,nepalpolice,its not job of to check kits. its job of rto.
721996461563637761,nepalpolice,do not mislead public on pollution control make strong scientific evidence based policy for pollution control.
721998407875825664,trafficpolicenepal,have my respect especially to the lady staff for standing for long hours at the crossing. the need of wash room for her is must.
722006785255550976,nepalpolice,odd even dobara odd even corruption what action is planned for people using fake cng stickers
722010898999730176,trafficpolicenepal,are hybrid vehicles exempt in odd even doosra? where can notification be seen?
722015280977678336,trafficpolicenepal,what is the punishment if one gets caught driving car without driving license and insurance paper?
722022529938927616,nepalpolice,deepak mishra will be new additional director general of. crpf.
722027764753293313,trafficpolicenepal,today i have learned pollution certificate and cng sticker is not a valid id. paid a fine of rs. 2000/-. please enlighten us.
722044466903719940,trafficpolicenepal,sir there is total jam from red cross road to jantar mantar.
722049898468671488,trafficpolicenepal,good effort by traffic police in controlling vehicles. will they be doing all this in normal days also without usual corruption.
722050004731498500,nepalpolice,is there scientific evidence = cng more safer than diesel particles.
722050649634918400,nepalpolice,today i lost my wallet while boarding metro (ndls metro station). i lost my money at the moment
722050849938124800,nepalpolice,i'd proofs and other important doc. i request to as i need only my documents. it's very important for me (2/3).
722051048467070976,nepalpolice,i have made complaint to and also a online land report on please help.
722052350580367360,nepalpolice,dear isn't it inciting riots? perfect case for it act 2000 section 66f.
722061610383196161,nepalpolice,could you please let me know the twitter a/c of dcp and acp lodhi colony. i don't know their account.
722067226631782400,trafficpolicenepal,lajpat to ashram. packed. people following odd even both is the main problem. odd even.
722068239455363073,trafficpolicenepal,from shivaji stadium metro station to n block outer circle auto charges flat rs. 50! chor government! sheer loot.
722069406537408512,trafficpolicenepal,heavy traffic at raja garden flyover fyi.
722070837134827520,trafficpolicenepal,jam at new ashok nagar entry bridge near new ashok nagar metro station.
722075210267172864,trafficpolicenepal,thanks for the information.
722075392538836992,nepalpolice,kalyug the ageoffalseness but we have beacons of truthandsacrifice like sant asaram bapuji. à¤¸à¤¤à¥à¤¯à¤®à¥à¤µ_à¤à¤¯à¤¤à¥.
722081862638825472,trafficpolicenepal,710 challans today issued 256 challans while govt enforcement teams found 454 violating vehicles. odd even dobara.
722081965780967424,nepalpolice,i have been duped by uber's driver this evening. yet to contact me.
722082717182115844,nepalpolice,one month girl is still missing since 18 march. no hope need strong action against culprits.
722083618680492032,nepalpolice,vehicles parked at road divider at jafrabad police station.
722084541557395457,nepalpolice,main road of gokal puri is sold by local police to carts wala shameful. no action. even on 3 calls to pcr please wear bengal.
722085226038464512,nepalpolice,sir what is the way so that i can register complaint against injustice being done by.
722092607073980416,nepalpolice,someone cheated with me online also doing with others. need help to catch him i have his pictures and contact details also fb id.
722099781015699456,nepalpolice,please look after this habitual abuser and teach him some lesson and social behavior
722102791280439297,trafficpolicenepal,reminder no 10. parent looking improve traffic congestion on expert golwalkar marg from police line to point kalan due to encroachment.
722104230488707073,nepalpolice,24hrs to my phone being snatched by bikers what are you doing? please help.
722110517964189701,nepalpolice,jise khuda rakhe use kaun chake. secular will be able to arrest him? why this rat is hiding in hole?
722110706884218880,trafficpolicenepal,entry of trucks allowed only after 11 pm. but trucks entered well before 11 pm. mukarba chowk.
722120530380341248,trafficpolicenepal,traffic lights on connaught place-minto road junction aren't working. nearly impossible for pedestrians to cross. please help.
722135596819484673,nepalpolice,blame and not
722135813757095936,trafficpolicenepal,heavy traffic congestion at shastri park.
722140552569835520,nepalpolice,thank you to realized that thieves and snatchers are free to drive without helmet and can easily run away too long busy ring road.
722141056087642112,nepalpolice,thank you also realising that you have no system and already given up for catching snatchers which is a common crime on ringroad.
722224716425986052,trafficpolicenepal,am not seeing any ground action taken also about the traffic signals hiding behind lamp posts many times no action as yet.
722237143293288451,trafficpolicenepal,i wanted to ask are a group of women also exempt under odd even scheme? or only single women drivers are exempt?
722237456288976896,nepalpolice,need your kind attention. sir. nobody is listening. no. strong. action. against. culprits.
722244619166089217,trafficpolicenepal,is there some problem at dhaula kuan. send like a lathi charge and heavy congestion on at this time.
722247994419060736,nepalpolice,are you listening?
722248337525719041,trafficpolicenepal,stand still traffic on bhikaji cama flyover. please do something.
722248673703378945,nepalpolice,girl is missing since 18 march!
722249062259519488,nepalpolice,do the needful sir. request you. punish the. accused.
722249892354199552,nepalpolice,need your kind attention
722251119280406529,trafficpolicenepal,are driving licenses also being impounded for violating odd even? please tell.
722259108125016065,trafficpolicenepal,lot of traffic jam right now at devil road towards sangam vihar. odd even do bar a is a complete failure. odd even.
722259830203809792,trafficpolicenepal,aiims to bhikaji is crawling stuck there for last 35 minutes.
722260987609370625,trafficpolicenepal,ring road completely blocked near hyatt. odd even.
722261116374687744,nepalpolice,girl kidnapped since. 18 march.
722264091256057856,trafficpolicenepal,alongwith illegal parking these people shed be booked for jaywalking.
722264229156261889,trafficpolicenepal,three tractors stand in pervert plot in station 17 bhajanpura. start at 6. 15am and give poll pollution of 500diesal cars.
722264599295365120,irdnepal,yes surge charge is illegal how do you calculated t service tax.
722266288286904322,nepalpolice,please tell me the twitter handle of commissioner of police mr. verma.
722266444071858176,trafficpolicenepal,near hyatt deliberately jam created by cleaning debris in day/office time to fail odd-even.
722268125467684864,trafficpolicenepal,despite odd even huge congestion at 9 a. m from dnd exit to ashram.
722268151715602432,trafficpolicenepal,few violators can be seen in road.
722271882846867457,trafficpolicenepal,heavy traffic from last one hour at hyatt hotel. please look into this
722279687045558272,trafficpolicenepal,bumper to bumper traffic from moolchand to hyatt.
722279933410734080,trafficpolicenepal,huge traffic jam on ring road between south ex and aiims. odd even dobara.
722281777193226240,nepalpolice,calling him innocent before the judgement. this is contempt of court. take suo moto cognizance.
722284281410822144,trafficpolicenepal,revised your tweet properly.
722289976147206144,trafficpolicenepal,amazing! repair work on inner ring road during office hours wasting everyone's time of it). applause. power.
722290681180336129,nepalpolice,held up in jam near pragati maidan and many car with even nos are playing with out cng/woman no one to check.
722292387180122112,nepalpolice,hope verifies that bjps goel has a drivers license and car insurance. aami mans car is impounded till produced.
722292568483041280,nepalpolice,need strong action against this crime do something! culprit is independent!
722295205483921408,trafficpolicenepal,we would like to connect with you over email. we are an on-demand road side assistance application solving traffic and transport problems.
722299771529011205,nepalpolice,got repeatedly call from +923037731616 to claim 25 lac lottery win from kbc do need full.
722303044352761856,trafficpolicenepal,road jam on sardar patel. road. why? inspite of odd-even.
722306737919819780,trafficpolicenepal,thanks for your reply. a red colour dtc bus has broken down at sp marg leading tojam. one staff already there.
722316669113139200,trafficpolicenepal,traffic is so slow on inner ring road from lajpat nagar to are. k. puram. its like jam situation. odd even du bar a. odd even fail.
722324009564680192,nepalpolice,why year traffic police stand down side of flyover its not justified with people we have seen many people use heavy horn.
722324648021594112,nepalpolice,if you want solution of traffic jam u-turn is the best solution. i. e bhajan pura vasundhara dharamshila hospital etc.
722325059524763648,trafficpolicenepal,please increase traffic signal time at moolchand because it is just 20 seconds which is causing huge traffic jams and pollution.
722331432740352000,nepalpolice,requesting to direct to check cars on roads if they are really cng. odd even dobara is scam.
722335709231767552,trafficpolicenepal,heavy volume of traffic on kanti nagar red light chowk.
722339032605175808,trafficpolicenepal,traffic signal not working. uttam nagar east metro.
722341289312714752,nepalpolice,how i get my suspended license?
722341326289833985,trafficpolicenepal,random parking causing traffic chaos near munirka vihar-jnu crossing on a daily basis. solution reqd!
722346969998434304,nepalpolice,international gang of mobile snatcher busted 8 arrested. 450 mobiles worth â¹2. 5 crores recovered by.
722347720413843456,nepalpolice,international gang of mobile snatcher busted 8 arrested. 450 mobiles worth â¹2. 5 crores recovered by via.
722347772779851776,nepalpolice,international gang of mobile snatcher busted 8 arrested. 450 mobiles worth â¹2. 5 crores recovered by via.
722351701487972352,trafficpolicenepal,why is such heavy traffic from before mool chand all the way beyond naraina since last two days on ring road. anything special.
722351978949390336,nepalpolice,please help in finding naveen who is my friend's cousin and missing since 15-apr-2016. helpfinding naveen.
722365229435367424,nepalpolice,no action on fir 1395/14 double team. 11. 12. 14 p s begumpur.
722369704824680449,nepalpolice,i register a complaint on with economic offences unit vide complaint number e2016/195.
722383734461190144,trafficpolicenepal,sir some crossings in dwarka have a green signal window for 10 secs. minimum threshold should be 30 secs.
722385107982491648,nepalpolice,great move by and to stop surgepricing. and although innovative and great need price control.
722388908722376704,trafficpolicenepal,what to do with corrupt traffic police officer? can police officer ask how much money you have in pocket? and can we bargain?
722391931175612420,irdnepal,kindly look into this done
722394031792066560,trafficpolicenepal,oddeven2: even no. cars spotted being an odd day and only 2 deployed in the stretch from ashram to dhaula kuan!
722397624020676608,trafficpolicenepal,route 33. driver didn't stop the bus at durgapuri stand after asking the use abuse words.
722398046970126336,nepalpolice,: does this inspire you?
722402378926850048,irdnepal,ridiculous! you guys need to look at this. whats going on.
722406387213406208,nepalpolice,ooh my god. i missed to get lost report online as since morning website is not functional of dp.
722409347104514049,trafficpolicenepal,creating artificial scarcity? scarcity
722416755629518848,nepalpolice,effective smart working. working
722424870491922438,nepalpolice,serious violations reported of funds embezzlement fera violations hawala by accused. no action! why?
722425388580732928,nepalpolice,i am a young entrepreneur instead of focusing on new endeavours i am forced to chase police io/ sho.
722425555925078018,nepalpolice,good. governance means speedy justice and rule of law cheaters. and fraudsters should be in tihar
722426887109218304,nepalpolice,please take note of this photo doctor low grade immediately.
722429077559316480,trafficpolicenepal,heavy traffic at pitampura metro station while going from kohat enclave to rithala.
722434623767060481,trafficpolicenepal,2 boys white activa up14 without helmet misbehaving with download scooty girl on deen dayal rd toward ajmeri gate.
722438007370956800,trafficpolicenepal,parent looking give attention at tilak nagar round about to too much unauthorised parking of e rickshaw. very difficult to enter the area.
722442664247959552,nepalpolice,laughing out loud stop badasluki. badasluki
722444973811965952,nepalpolice,your brave team is allowed the weekly market of gokal puri on main wazirabad ghaziabad road. 2 kiss me jam. shameful.
722447134780297217,nepalpolice,when ego become honour it only kills bring the 17 years old girl killer of mangolpuri to justice pack him for life.
722450922257924096,trafficpolicenepal,207 challans by one day 4 of odd even. lowest in 4 days. yesterday 256 challans were issued which is the 2nd lowest.
722461673705971712,trafficpolicenepal,breaking more compliance : total 579 challans on day 4 372 by transport enforcement team 207 challans by. odd even.
722469492056391681,nepalpolice,yes she must be investigated by. sonia with terrorists.
722470592230756352,trafficpolicenepal,while going from gurgaon 2 ambience mall police challan under rajouri flyover you turn 4 violating odd/even.
722471193488396288,trafficpolicenepal,there is no option 4 people coming from gurgaon and udyog vihar 4 going ambience mall y police charging at rajokari uturn.
722471651091156993,trafficpolicenepal,3 personals arrested by for misbehaving and manhandling with 2 person over challan issue. sent to judicial custody.
722471665205133312,nepalpolice,please investigate ishrat file for association with foreign agencies! he is defending. ishrat jahan.
722494109383073793,nepalpolice,please take serious note of this knowledgeable abuse and take appropriate action.
722500258522087424,nepalpolice,immediately take note of this rumour-mongering.
722503708869861376,trafficpolicenepal,i own cng vehicle endorsed in rc but not able to get the cng sticker. is this will be considered a violation of odd even rule.
722509330151522304,nepalpolice,why. the reality refuses to enter your empty upper chamber?
722589343995584513,trafficpolicenepal,thanks? thats? not totally true in our country otherwise license of could have been suspended.
722596974462021633,nepalpolice,has don't know biggest seizure of stolen mobile ph's. â¹ 2. 5 can't remember ph recovered including 300 iphone. great
722609110772875264,trafficpolicenepal,"if the vehicle coming from front gives a dipper it means ""me first"". don't try to prove you can be faster than death."
722619765953396736,irdnepal,much. confusion with the new 15h form for seeking exemption from tds on bank interest
722638569282674690,trafficpolicenepal,crazy traffic at gk flyover. cars are not moving by an inch. what happened? odd even dobara fail.
722640771934003201,trafficpolicenepal,sir it's being gazetted holiday today odd even rule is applicable or not (like sunday).
722642076706410497,trafficpolicenepal,fully grown tree cut in jangpura extension. request you to take action.
722643191976062976,nepalpolice,drone photos of igi airport. why this is being allowed to be taken at first?
722643991276208129,nepalpolice,he was last seen at dehradun isbt at around 5:30pm. so he may have taken bus and reached kashmere gate between 12:00-02:00 am.
722644538498621441,nepalpolice,his name is hitesh kamboj. age: 23 has his name tattooed on his left hand. his mom is kidney patient.
722645019665002496,nepalpolice,if you get any info please contact at: 8447751122 9897996463 8126840560 9997170805 9412938903 hitesh kamboj.
722646059864965120,trafficpolicenepal,please guide the route for mahavir jayanti procession.
722650355830550528,trafficpolicenepal,guys who push us to wear helmets are not wearing -hope you will find them too. just now in cp.
722650925962248193,trafficpolicenepal,sisodiya's challan is pending.
722654876774318081,trafficpolicenepal,cp outer circle. the cops entered the railway colony. date - 20th april time - 10. 20 approx.
722670980838080512,trafficpolicenepal,massive traffic jam on ashram-dnd stretch. odd even dobara.
722671692158529536,trafficpolicenepal,highly inconvenient odd even.
722674506561662976,irdnepal,mastermind behind vp's corruption is the president alleges ex-auditor general.
722685902015873025,nepalpolice,dear sir online fir website is work not properly. please do something sir.
722690788497473536,nepalpolice,omg what's happening? happening
722695953740926976,nepalpolice,now i get to know why he has issues with and follow his agenda or get transferred.
722698158036361217,nepalpolice,well done and. excellent job.
722700797365133313,trafficpolicenepal,please ask school not allow student to come school by self bike.
722701786574888960,trafficpolicenepal,encroachment half road occupied by shopkeeper at shaka are pur but mcd taken no action.
722713093889990656,nepalpolice,kindly take strict action against that police.
722714536504127491,trafficpolicenepal,a gentle reminder that a precious cargo is on the way.
722721971314761729,nepalpolice,please forward to for over speeding case.
722725558015033344,nepalpolice,u raise salary of your people 400% to keep them out of corruption. what about whom named (corrupted)thulla. any plan?
722743670315884544,irdnepal,wild thinking of the income in politics of tamilnadu. 14. 5% on projects rs. 5 to 10 per liquor bottle 0. 50 ps per egg. think.
722745544146161664,irdnepal,1/ tds on immovable property above 50 lakhsthe best way to implement this rule was to inform both.
722750776519434241,trafficpolicenepal,- what can be done if your cop argues for challan where as we are not at fault.
722750787219116035,nepalpolice,thanks for empowering street children through education at grp nzm.
722751039389114369,nepalpolice,50 people had filed a complaint against earth infrastructure ltd fir still not registered.
722753238768988160,nepalpolice,caller claiming from 01130514000 abusing when denied his offer.
722754626072612865,irdnepal,sir i availed service of (mum017887). they charged rs. 46000 but not providing bill or invoice. please help.
722757210124771328,nepalpolice,great work team ps rk puram!
722760462257885184,trafficpolicenepal,cc: undue benefits of scheme pollution still same capitalist oligarchy dance of democracy.
722762354371403776,trafficpolicenepal,not sure if the registration plate is in order but yes black tint glass!
722775490222755840,trafficpolicenepal,cd volunteers are more energetic to enforce the law than the traffic police someone please ask the cops of dwarka mod please.
722782961251160066,nepalpolice,man who killed daughter had been casting aspersions on his wife's character.
722785994676678659,irdnepal,next time i get to avoid and hide tax. i definitely will. honest tax prayer waiting for refund. aczpa2254r.
722792834089091073,trafficpolicenepal,1/2 sir people stopped traffic because of death.
722793041514237953,trafficpolicenepal,blocks road from gurgaon towards dhaula kuan redirected towards rtr. traffic at dhaula blocked from aiims side as well.
722793396427882497,trafficpolicenepal,2/2 in protest of accidental death. no action by police.
722794639024070656,trafficpolicenepal,daily chaos at amity college bijwasan. require 2 cops to save fuel time and pollution. spoke 2 your ti bit torrent no help.
722796625735778304,nepalpolice,airtel landline number +9111-4646-9025 phones people and asks for atm pin numbers. take action against 11-4646-9025 for fraud.
722800199660400640,trafficpolicenepal,can it be a option for regulation of traffic rules?
722801235565281280,irdnepal,the most patriotic department of govt who force you to believe that you are living in paradise.
722802936183595008,trafficpolicenepal,stuck at kalindi kunj red light towards noida for last 20 minutes. traffic not moving at all.
722814900100341760,irdnepal,sir please tell me some schools sales books without income tax no bill and income tax department sleeping sleeping.
722823082696667136,trafficpolicenepal,217 challans by one day 5 of odd even. almost 1/4th the figure on day 1 when 884 challans were issued.
722826638505869313,irdnepal,income tax on salary.
722854167321120768,nepalpolice,hope wont file a case with against for lying that bjp's joshi hurt shaktimaan.
722865987725303810,trafficpolicenepal,please do something for high beam light.
722954626706857985,trafficpolicenepal,y are v not doing anything about evening traffic from print vihar red light awards karkardooma due 2 illegal roadside parking opp shanti mukund
722963176111771648,trafficpolicenepal,the kind of awareness and is trying to create is simply incredible.
722967099619065857,trafficpolicenepal,rash driving govind puri gali 6. he driving bike without helmet not having licence. please take action
722978149101912064,nepalpolice,in muzaffarnagar some people is harm me directly indirectly prow to me suicide and call me illegal i face toucher.
722989491741425664,nepalpolice,odd even dobara rule flouting.
722991074625495042,nepalpolice,shocking! why cant parents and children learn lessons.
722992546268504064,nepalpolice,kidly a boy lavkush singh missed from sujanganj jaunpur up from two days yesterday a call came from 9136734666 he was crying.
722993091637067777,nepalpolice,please help to find out and reach to his home his poor family.
722994161327177728,trafficpolicenepal,heavy pipes laying on footpath outside dwarka sector 8 metro station from past some weeks. also area encroached [1/2].
722994416873574400,trafficpolicenepal,by rickshaw pullers and card players leaving no place for pedestrians. [2/2].
722996051263819776,trafficpolicenepal,can i use private swift no 5085 on 21 april.
723000718186127360,trafficpolicenepal,i've had a c-sec 20 days back and my newborn is still in icu. i'm being heartlessly asked why am i not using auto. odd even dobara.
723001913445244928,trafficpolicenepal,unauthorized parking of vans anand vihar terminal causes hindrance in dtc bus. letter written in vain.
723008881522278400,trafficpolicenepal,odd-even? my foot. jam at chattarpur. no visible. odd even dobara. fail.
723016865820237824,nepalpolice,what action will be taken against such account spreading hatred against a community.
723019333115334656,trafficpolicenepal,odd even dobara what if i need travel to rajasthan on odd day with even num car for family event?
723031247090380800,nepalpolice,somebody called me from 08677987416 introducing himself as a rbi officer and asked credit card informations from me.
723032295133839360,trafficpolicenepal,traffic lights are not working near post office b1 janakpuri. please look into it. there is chaos.
723032905115557888,nepalpolice,thanks for being top engaged community members this week :) (want this? >>.
723050901536018432,trafficpolicenepal,breaking odd even at vasant vihar. no policemen or volunteer insight!
723052759411396612,nepalpolice,well done? the oddeven stupidly had put the mother and baby in danger. god is watching.
723052882187014144,nepalpolice,please tell me is it not under the responsibility of to stop people from playing and making noises in a colony's park at night.
723053996051554304,trafficpolicenepal,sir give the order of stop this programme which will held on 22/04/2016.
723054125693300737,nepalpolice,are people allowed to play and make noise in a colony's park after 10-11 pm without the fear of.
723054626526781440,nepalpolice,please take action lr no 0068/2016(geeta colony ps) date of theft/loss- 30/01/2016 imei no. - 355490069112773 and 355490069112781.
723054721041195009,nepalpolice,should there be regular patrolling to stop people from playing and disturbing the colony's people at night.
723056063885406208,nepalpolice,registered lost report for phone even when the phone was stolen till date no tracking done please read my previous tweets.
723057406528221185,nepalpolice,y is the not able to stop people from making noise in parks at gandhi vihar at night even after so many complaints.
723057593350922240,nepalpolice,y is the not able to stop people from making noise in parks at gandhi vihar at night even after so many complaint.
723058386703663104,trafficpolicenepal,sir these trucks with steel rolls are very dangerous. should be banned in daytime. mostly bhushan steel.
723058896043040768,nepalpolice,are people allowed to play and make noise in a colony's park after 10-11 pm without the fear of.
723060708162703361,nepalpolice,is it not within the powers of to stop people from playing and disturbing the colony's people at night.
723062069415804928,nepalpolice,hope help reaches this lady
723066364278099968,trafficpolicenepal,no car show most of the time.
723067661085761536,nepalpolice,request: traffic cops should be given training regarding soft copies of insurance and other papers. they consider hard copy only.
723075000505229312,nepalpolice,online fir not working. corrupted file downloaded after completion.
723081466628980736,trafficpolicenepal,some volunteers at ramvihar are nothing down car numbers without stopping the car or asking reason of non compliance.
723081994968526848,nepalpolice,please complaints are getting successfully lodge however unable to retrieve the records please help.
723082937206497280,trafficpolicenepal,volunteer claims he has been instructed by traffic police personnel to note down the numbers. so please check.
723102284708765696,nepalpolice,uk high court should make contempt of court charge.
723109895038345216,nepalpolice,will d odd even rule work on this sunday or any car can go on sunday.
723113710110167040,trafficpolicenepal,fct that major traffic signals wr not working and huge traffic jams due to that. 2/2.
723115654513979392,nepalpolice,this is dangerous. must be nipped in the bud.
723123350470422528,nepalpolice,today at 7. 45 two person in a bike came and snatched away my bag near ig stadium. please deploy police
723130830294552577,nepalpolice,professional standards - metropolitan police service - helpful document.
723139494334062593,nepalpolice,your counterparts in are beating up sweet shop owners for keeping it open on poll day. help them.
723142937673125888,trafficpolicenepal,heavy traffic from moolchand to maharani bagh. avg time 25 minutes. odd even dobara.
723142954697654272,irdnepal,sukanya samriddhi account: tax and other benefits.
723152316195586048,nepalpolice,5 days have passed but police has still not taken any action against people who he had named in letter. nazirhusaindeathcase.
723154259282395136,trafficpolicenepal,new rule by taking rs. 20 instead of rs. 10 from yesterday during pick hours.
723155190585634816,trafficpolicenepal,jugnoo still talking extra charges
723155219710795776,trafficpolicenepal,are you listening? there is a huge huge chaos from tigri to khanpur
723159271576354816,trafficpolicenepal,traffic jam at seelampur to babarpur. hardly moving.
723159715404910593,nepalpolice,i complained and got reply that everything is fine. joke? u sold millions of data. its crime.
723166634119065600,trafficpolicenepal,kept standing in connaught place looking for an auto. asked atleast 20 autos and no one seemed to agree. finally had to pay more.
723187331495288832,irdnepal,dear sir please consider this when and files their it returns.
723190375607767040,irdnepal,cc take care this fellow.
723195149635833856,trafficpolicenepal,don't just tweet; come on roads in challan people; i see a lot of people breaking traffic laws; actually no fear.
723195477269831680,irdnepal,please check these guys.
723197040809881600,nepalpolice,dj playing loud music after 10 pm in malviya nagar no reserve. shani mandir no action even after call 100 strike action on dj.
723199945138786304,irdnepal,please ensure tax paid or not.
723200575106613248,nepalpolice,fddi degree issue 4000 students' future at stake save them.
723204757343490048,irdnepal,note this tweet. you knew about this fellow since puli release. theri. theri joins 100 can't remember club.
723208228843061248,nepalpolice,to this pervert is abusing sometimes he abused even and.
723213235198025728,trafficpolicenepal,all stuck at nh8 gurgaon because of unplanned checking of trucks. have some sense of checking.
723216650389078016,trafficpolicenepal,sir parent looking look at nehru place crossing fat fat mafia is so disturbing traffic police and city police don't do ny thing all ghose working.
723226986001379329,trafficpolicenepal,at mcd toll at surajkund daily whatever the time.
723263255968399361,nepalpolice,sir aapka whatsapp number kya he? text me on 9717466365.
723263503541362688,nepalpolice,really saddened that living legend has been falling to heaven. shaktiman rip. shakti man horse.
723329108550258688,trafficpolicenepal,dl3cbj8714 rash driving and illegal dark glasses. 22/4/16 at 7. 20 am naraina flyover towards dhaula kuan.
723334183372881920,trafficpolicenepal,parent looking. run a drive against traffic offenders act vayusenabad every morning they literally give a damn to rules and cause havoc.
723338116908589056,trafficpolicenepal,stop harassing disabled in odd even dobara. issue stickers.
723340174453817345,trafficpolicenepal,bus stops in midway on a daily basis at samachar apartments chowk. cdn't check d no. d bus seems from a cold.
723342942404898817,trafficpolicenepal,heavy traffic from mayur vihar ph 2 towards akshardham.
723344283525353472,trafficpolicenepal,heavy. traffic from dhaula kuan to subroto park plus. help
723345346571722753,nepalpolice,dear why always afraid of wealthy bizmen? ps gazipur case.
723347390514769920,trafficpolicenepal,why do people buses and stop their vehicle at lajpat nagar flyover? please do something.
723347546094067712,nepalpolice,hey this one is our own don't mistake for. kudos.
723348835167285249,nepalpolice,help a monkey no killing please. feed monkey.
723349849379377152,nepalpolice,ps gazipur. complaint against gkii sanjay. avoids action. y?
723356740582920192,trafficpolicenepal,near shastri park it park. time: 9:10am. date: 22. 4. 16.
723357849259143168,irdnepal,sc lawyer viplav sharma is involved in illegal cash transactions crores rupees in windsor park society indirapuram ghaziabad.
723366218111934465,nepalpolice,sunlight colony fire : quizzes woman.
723370360884719617,trafficpolicenepal,terrible traffic jam from akshardham all through nizamuddin bridge toll sarai kale khan. please look into it.
723373513940160512,irdnepal,2/2 please advice how 2 get a copy 2 enable me 2 respond 4 further rectification as i don't agree with d dn. yours alips6236r.
723381589648896002,trafficpolicenepal,save pavements and pedestrians in east of kailash. it seems police is also helpless.
723396558545248256,trafficpolicenepal,thanks for being top engaged community members this week :) (want this? >>.
723400031005364228,nepalpolice,salute! returns a bag with 7 lakhs to a businessman. visiting cards help to trace the owner.
723400626323902465,trafficpolicenepal,superb gif for those who still find it difficult to park their cars in crowded spaces.
723403533207236608,trafficpolicenepal,universal tyre house kailash colony encroached half of the main road for tyre changing business.
723409768224681984,nepalpolice,a play on sexual harassment in public spaces and to stop this menace! block your calendar to join us and.
723418240693592065,trafficpolicenepal,najafgarh road from uttam nagar bus terminal to tilak nagar is jammed traffic is not moving.
